case_id,option_rank,job_id,job_title,canonical_role_id,canonical_role,standard_category,standard_direction,required_skills,job_description,human_accept,human_reason,job_title_label,expert_gpt_grade_0_to_3,expert_gpt_accept,expert_gpt_shared_skill_count,expert_gpt_reason,annotator
CM-003,1,JOB10450,元宝-Agent架构工程师,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""Python"", ""TypeScript"", ""Go"", ""AI Coding工具"", ""LLM"", ""Agent"", ""Agent技术原理""]","1.负责元宝在线产品的 Agent 系统整体架构设计与演进，包括Agent Runtime、Tool/Memory/Context 抽象、多 Agent 协作模式、Human-in-the-loop等；
2.与算法/产品/业务高频密切合作，结合产品功能、模型能力边界与架构约束，实现 Agent 产品的整体架构方案设计；
3.持续探索、研究并引入新的框架和 Agent 技术范式。
1.本科及以上，计算机/自动化/AI 等相关背景，具备扎实工程基础；
2.熟练至少一门主流语言（Python / TypeScript / Go 等），能熟练使用主流ai coding工具；
3.了解 LLM 与 Agent 基本技术原理和常见范式；
4.具备良好的产品sense和团队沟通协作能力。
要求掌握Python/TypeScript/Go之一，熟练使用AI Coding工具，了解LLM和Agent基本技术原理及常见范式。
Agent架构",,,智能体应用工程师,3,yes,5,标准岗位一致，命中5/7项JD技能，职责方向一致。,expert_gpt_v1
CM-003,2,JOB05431,Agent研发实习生-商业信任与安全,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""Java"", ""Go"", ""Python"", ""高并发系统"", ""高可用系统"", ""LLM"", ""Agent架构"", ""RAG""]","ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：商业化信任与安全研发团队致力于构建业界领先的智能审核系统，通过前沿 AI 技术保障商业内容安全与合规，提升用户客户的信任。团队通过研发大模型基座、先进的审核大模型和审核系统，持续提升大模型系统对复杂商业化内容的理解、让准确理解遵循安全规则、基于规则深度推理并拉齐人与机器之间的认知，并能感知发现潜在问题，并用Agent高效处理审核问题、自动迭代审核系统，为商业内容安全提供全链路、智能化的技术支撑。

1、智能Agent研发：面向商业化广告审核与治理场景，利用前沿大模型与Agent技术，研发下一代用于智能审核体系，智能风险治理；如智能标注、风险识别、大模型治理、智能审核链路等；
2、审核体系演进：负责商业化广告（广告主、账户、素材、投放链路等）核心审核与风控系统的架构设计与研发；重构传统审核链路，推进审核流程线上化、自动化，并通过AI能力提效，实现高效、稳定、可规模化的商业化审核体系；
3、业务数据洞察：深入理解商业化广告投放及审核业务逻辑，通过数据分析发现问题并归因；针对特定风险场景（如广告合规、虚假宣传、导流风险、低质内容等）进行链路或策略优化，用技术手段解决审核与治理中的实际痛点；
4、深入业务，与产品、策略、审核运营团队紧密协作，沉淀通用能力与平台化方案，共同达成商业化安全与业务增长目标。
1、2027届硕士及以上学位在读，计算机相关专业优先；
2、对商业化广告与审核业务场景有强烈兴趣，渴望利用AI技术解决复杂的内容治理难题；持续关注大模型、Agent在风控、内容理解、审核提效等领域的前沿应用，保持技术敏感度；
3、拥有扎实的计算机基础与后端研发经验（Java、Go、Python等），具备高并发、高可用系统设计能力；对主流AI技术架构（LLM应用、Agent架构、RAG等）有系统认知；
4、具备敏捷高效的工作方式，面对复杂、多角色参与的审核场景能主动思考、自主推进，具备较强的项目落地与跨团队协同能力，致力于通过技术手段创造可量化的业务价值（如降低风险水位、提升审核效率、优化人力投入结构）；
5、具备优秀的数据敏感度与分析能力者优先，有广告审核、内容安全、风控、大模型Agent等相关经验者加分。
具备Java、Go或Python后端研发经验，具备高并发、高可用系统能力，理解LLM应用、Agent架构、RAG和数据分析。
商业信任与安全; Agent研发",,,智能体应用工程师,3,yes,5,标准岗位一致，命中5/8项JD技能，职责方向一致。,expert_gpt_v1
CM-003,3,JOB09891,AI Agent 研发工程师,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""Python"", ""Go"", ""Java"", ""LLM API集成"", ""Prompt工程"", ""RAG"", ""Agent框架"", ""AI Agent""]","1、参与 AI Agent 系统的架构设计与核心研发工作，包括 Agent 的规划推理、工具调用、记忆管理、多轮对话等核心模块的设计与实现。
2、围绕 Prompt Engineering、RAG、Function Calling 等技术构建稳定可靠的智能体应用。
3、设计并实现 Agent 编排框架，支持多 Agent 协作、任务分解与执行、异常恢复等复杂场景。
4、与业务团队紧密协作，理解业务需求，推动 AI Agent 在实际场景中的应用与迭代。
5、关注行业前沿进展，调研并引入 Agent 相关的新技术、新范式，持续提升系统能力边界。
1、计算机科学、人工智能或相关专业本科及以上学历，3 年以上后端或 AI 工程开发经验。
2、熟练掌握 Python、Go、Java 中至少一门语言，具备扎实的工程能力和良好的代码规范。
3、熟悉大语言模型的工程应用，有 LLM API 集成、Prompt 工程、RAG 系统开发的实际经验。
4、了解主流 Agent 框架的设计理念与使用方式。具备良好的系统设计能力，能够独立完成中等复杂度系统的架构设计与落地。
5、具备良好的沟通协作能力和自驱力，能够在快速迭代的环境中高效推进项目。
要求掌握Python/Go/Java之一，有LLM API集成、Prompt工程、RAG系统开发和主流Agent框架经验。
AI Agent研发",,,智能体应用工程师,3,yes,5,标准岗位一致，命中5/8项JD技能，职责方向一致。,expert_gpt_v1
CM-003,4,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-003,5,JOB00010,研发岗位,driver_software,驱动开发工程师,软件工程,系统与嵌入式软件,"[""系统架构设计"", ""百万级QPS"", ""高吞吐架构"", ""AI工具"", ""大模型工具"", ""监控告警"", ""瓶颈分析"", ""性能瓶颈定位"", ""架构缺陷定位"", ""数据一致性"", ""容量瓶颈""]","1. 设计高吞吐高并发营销系统架构，支撑优惠、券、价格、选品、圈人、预算、权益投放、互动游戏、拉新复购、触达等核心场景落地；
2. 制定系统稳定性保障方案，通过监控告警与性能调优提升系统可用性与扩展性；
3. 分析国际电商增长需求，协同团队设计可落地的技术驱动增长方案；
4. 攻克高并发与数据一致性技术难点，持续突破系统容量瓶颈。
1. 具备高并发营销系统架构设计能力，能够为 优惠、券、价格、选品、圈人、预算、权益投放、互动游戏、拉新复购、触达等领域设计支撑百万级QPS的高吞吐架构；熟练使用AI/大模型工具，融入自己的工作中；
2. 具备系统稳定性保障能力，能够通过监控告警、性能调优与瓶颈分析持续提升高并发系统的可用性与扩展性；
3. 具备技术问题本质洞察力，能够从复杂系统故障与性能瓶颈中定位底层架构缺陷并制定根治方案；
4. 具备技术前瞻探索能力，能够主动研究国际电商增长技术趋势并引入高并发与一致性领域的最佳实践；
5. 具备在高并发营销系统领域做到技术领先的抱负与使命感，长期投入推动相关技术能力建设；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
具备高并发营销系统架构设计能力; 能够设计支撑百万级QPS的高吞吐架构; 熟练使用AI/大模型工具; 能通过监控告警、性能调优与瓶颈分析提升高并发系统可用性与扩展性; 能攻克高并发与数据一致性技术难点
营销系统; 优惠; 券; 价格; 选品; 圈人; 预算; 权益投放; 互动游戏; 拉新复购; 触达; 国际电商增长",,,驱动开发工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-004,1,JOB00472,AI应用工程师,ai_application,AI应用工程师,AI应用与平台,智能体与大模型应用,"[""AI应用开发""]","请您详见岗位意向中的岗位职责
请您详见岗位意向中的岗位要求
岗位要求写明请详见岗位意向，未提供展开要求",,,AI应用工程师,2,yes,1,标准岗位一致，但仅命中1/1项JD技能，列为可推荐边界样本。,expert_gpt_v1
CM-004,2,JOB01957,AI应用开发工程师-账会清算,ai_application,AI应用工程师,AI应用与平台,智能体与大模型应用,"[""Go"", ""Python"", ""Java"", ""后端开发"", ""AI应用开发""]","1、负责支付系统AI应用体系的建设，推动AI技术在账务记账、会计核算、资金清算、财务报表等场景中的深度应用，打造智能化、自动化的支付能力；
2、参与AI-Native研发模式的探索与实践，挖掘AI在方案设计、研发、联调、测试、发布等全流程的提效空间，构建以AI为核心驱动力的研发协作流程，提升业务交付效率；
3、参与AI智能运维与诊断工具的研发，实现资金链路异常、财务数据差异、渠道稳定性的自动识别、预警与定位，为支付系统的稳定运行提供智能保障；
4、参与支付资金系统的高可用、高并发、可扩展架构的设计与演进，保障用户与商家的资金准确性，并支持公司级别的618、双十一、春节等活动，直面高并发挑战；
5、探索AI领域的技术，将创新技术应用于会计核算、财务数据报送、渠道自动化运维等实际业务场景，驱动业务创新与体验优化，助力产品迭代升级。
1、本科及以上学历，计算机、软件工程等相关专业；
2、熟练掌握Go/Python/Java等至少一种后端开发语言，具备良好的工程能力和编码习惯；
3、深入理解计算机原理，具备良好的数据结构和算法基础，具备扎实的系统设计能力，有高并发、高可用系统设计的实践经验；
4、具备强烈的创新意识和主观能动性，紧跟AI领域的最新发展动态，对探索新的AI技术和应用场景有浓厚兴趣；
5、具备优秀的问题分析能力、学习能力和团队协作能力；具备产品意识，能深入复杂业务场景，独立驱动方案落地与持续优化。
要求熟练Go、Python、Java至少一种后端语言; 具备数据结构、算法和系统设计能力; 有高并发、高可用系统设计经验; 关注AI应用开发
账会清算; AI应用开发",,,AI应用工程师,3,yes,4,标准岗位一致，命中4/5项JD技能，职责方向一致。,expert_gpt_v1
CM-004,3,JOB02024,AI应用开发工程师-应用产品,ai_application,AI应用工程师,AI应用与平台,智能体与大模型应用,"[""Go"", ""Python"", ""Java"", ""AI应用开发"", ""Agent开发"", ""AI Native""]","1、负责支付系统AI应用体系的建设与迭代，推动AI技术在收单、资金、结算、计费等场景中的深度应用；
2、设计与实现面向支付场景的Agent智能体，设计和迭代Agent模型与工程应用，持续优化智能体在复杂场景下的产品体验、稳定性、成本；
3、参与并负责抖音支付核心系统的开发及维护，持续推进Agent Harness Engineering，优化包括RAG、工具系统在内的生态体系，为高并发、多场景的业务迭代提供有力的技术支撑；参与并负责知识问答/助手类应用设计与开发，参与并负责业务关键场景的Prompt/Skills/AI-Native研发流程设计、调优与迭代管理，推动团队AI工程实践落地；
4、构建AI-Native研发模式，深入研发交付流程，挖掘AI在研发、联调、测试、发布环节提效空间，探索以AI为核心驱动力的研发协作流程，提升业务交付效率；
5、探索AI领域的前沿技术，推动技术创新在实际场景中的应用，促进业务创新和体验优化，助力产品迭代升级。
1、本科及以上学历，计算机、软件工程等相关专业；
2、熟练掌握Go或Python/Java等至少一种后端开发语言，具备良好的工程能力和编码习惯；
3、深入理解计算机原理，具备良好的数据结构和算法基础，具备扎实的系统设计能力，有高并发、高可用系统设计的实践经验；
4、具备良好的问题分析能力、学习能力和团队协作能力；具备产品意识，能深入复杂业务场景，独立驱动方案落地与持续优化；
5、有AI应用开发经验、Agent开发经验、AINative研发模式落地经验者优先；有交易、支付、金融等核心系统研发经验者优先。
要求熟练Go、Python、Java至少一种; 具备数据结构、算法和系统设计基础; 有高并发高可用实践; AI应用、Agent、AI Native经验优先
应用产品; AI应用; 交易支付金融系统",,,AI应用工程师,3,yes,4,标准岗位一致，命中4/6项JD技能，职责方向一致。,expert_gpt_v1
CM-004,4,JOB00003,软件开发,agent_application,智能体应用工程师,AI应用与平台,智能体与大模型应用,"[""AI工程系统架构"", ""大模型工作流"", ""Agent"", ""Agent系统架构"", ""Prompt工程"", ""长文本处理"", ""Function Calling"", ""RAG"", ""多Agent协同"", ""工作流编排"", ""任务调度"", ""异常自愈"", ""根因定位"", ""LLM工程化""]","1. 主导智能化Agent架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心能力；
2. 构建多Agent协同工作流机制，实现任务自动拆解、调度与异常自愈；
3. 推动AI能力与现有工程体系深度融合，建立反馈闭环优化模型自修正能力；
4. 制定智能用例生成等场景落地路径，完成从架构搭建到闭环验证的全流程交付；
5. 总结LLM工程化与Agent架构实践，形成可复用技术方案指导团队提升。
1. 具备AI驱动的工程系统架构经验，主导过大模型工作流从0到1搭建，熟悉复杂任务自主拆解与执行；
2. 拥有智能化Agent协同系统的实际开发经验，熟悉在主流平台中落地AI能力以提升研发效率的路径；
3. 能够主导基于大模型的Agent系统架构设计，整合Prompt工程、长文本处理、Function Calling与RAG等核心技术；
4. 能够设计多Agent协同的工作流编排机制，实现任务自动调度与异常自愈，并具备从问题表象定位底层原因的能力；
5. 致力于将AI技术深度融入研发流程，敢于探索新型应用模式并推动关键突破；
6. 符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。
主导过大模型工作流从0到1搭建; 熟悉复杂任务自主拆解与执行; 拥有智能化Agent协同系统实际开发经验; 能够主导基于大模型的Agent系统架构设计; 能够设计多Agent协同的工作流编排机制",,,智能体应用工程师,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-004,5,JOB00004,资深产品经理（ 智能体方向）-火山引擎,ai_product,AI产品经理,AI应用与平台,AI平台与产品,[],"1、产品战略与愿景定义：基于市场趋势与客户痛点，独立负责AI Agent产品的战略规划与愿景设计，清晰定义产品核心价值主张与路线图（产品路径图）；
2、全链路产品设计与迭代：负责从需求分析、用户研究、信息架构设计到高保真原型产出的全流程；重点设计Agent的执行引擎抽象、插件化架构交互、多租户安全体系等产品体验，确保技术可行性与业务价值的统一；
3、To B企业级产品落地：深度参与AI产品在生产环境的特性设计，包括安全合规、权限控制、生命周期管理、监控告警、容错机制等，确保产品满足企业级客户的严苛要求；
4、技术与业务桥梁构建：作为业务、研发、市场三方的核心纽带，准确翻译业务需求为技术语言，驱动研发团队高效交付，并对产品上线后的数据表现与用户反馈进行持续迭代优化；
5、行业方案与商业化赋能：结合垂类行业（如私域运营、客户服务等）场景，沉淀标准化的AI Agent产品解决方案，参与售前方案设计与客户成功，推动产品商业化。
1、本科及以上学历，5年及以上AI领域产品经验，其中至少3年专注于AI大模型、Agent智能体或相关技术产品方向的资深经验；
2、深刻理解AI大模型应用、RAG架构、函数调用（Tool Use）、Prompt工程等技术原理，并能转化为产品能力；有To B企业级AI产品落地经验者优先；
3、具备优秀的系统设计能力，能够理解并设计插件化、可扩展、可热插拔的Agent产品架构，具备复杂业务逻辑建模和跨系统产品设计经验；
4、具备较强的技术理解力和沟通能力，能与研发、算法工程师顺畅协作，有效推动技术方案落地；熟悉Go/Java/Python等至少一种开发语言者将极大加分；
5、具备敏锐的商业洞察力，以结果为导向，能够平衡短期交付与长期战略，驱动产品从0到1再到N的规模化成功；
6、自驱力强，具备优秀的项目管理能力和跨团队协作能力，能在快速变化的环境中推动复杂项目顺利完成。
该岗位主要是即时零售产品规划、场景梳理、多产品线协同、用户需求转化、产品数据评估等产品能力，没有明确可抽取的计算机技术关键词
即时零售",,,AI产品经理,0,no,0,标准岗位不同，且缺少足够的职责与技能证据。,expert_gpt_v1
CM-005,1,JOB07963,推理优化实习生,ai_platform_infra,AI平台基础设施工程师,AI应用与平台,AI平台与产品,"[""Python"", ""Go"", ""Java"", ""Linux"", ""TCP/IP"", ""HTTP"", ""Docker"", ""Kubernetes""]","1、编排部署：
参与构建高可用的大模型服务编排框架，支持多模型、多版本并行服务；设计并实现大模型服务的自动化部署、扩缩容和健康检查机制；
开发模型版本管理和灰度发布系统，保障服务平滑升级，构建容器化部署方案，优化资源利用率和部署效率；
优化推理服务启动消耗性能，实现推理服务的极致弹性能力；
2、流量调度：
实现智能流量路由策略，支持按模型、用户、优先级等多维度调度；开发负载均衡算法，优化多GPU卡、多节点的推理请求分配；
构建请求排队与调度系统，处理高并发场景下的资源争用；设计并实现分级降级策略，保障核心服务的高可用性；
3、自动化与平台建设：
参与开发和维护自动化运维工具/平台，实现服务的自动化部署、扩缩容和故障自愈；
协助进行系统容量规划，通过压力测试和混沌工程实验，主动发现系统的薄弱环节，并参与加固；
编写和维护自动化脚本（如Python/Shell），简化日常运维操作。
1、计算机科学、软件工程或相关专业本科及以上在校生；
2、熟悉至少一门编程语言，如 Python/Go/Java，并具备良好的编码习惯；
3、了解Linux操作系统、网络（TCP/IP, HTTP）和容器化技术（Docker, Kubernetes）；
4、强烈的责任心 和积极主动的态度，对保障系统稳定性有浓厚的兴趣；
5、具备优秀的问题分析和解决能力，乐于钻研技术难题；
6、良好的团队沟通和协作精神。
要求熟悉Python/Go/Java至少一门，了解Linux、TCP/IP、HTTP和Docker/Kubernetes容器化技术。
推理优化",,,AI平台基础设施工程师,3,yes,5,标准岗位一致，命中5/8项JD技能，职责方向一致。,expert_gpt_v1
