case_id,candidate_id,source_target_role,candidate_text,candidate_skills,years_experience,gold_canonical_role_id,gold_accepted_job_ids,gold_rejected_job_ids,review_decision,reviewer,notes
CM-011,resume_004643_exp01_0,自动驾驶算法工程师,"求职意向：自动驾驶算法工程师。
标准岗位：自动驾驶算法工程师；岗位大族：自动驾驶；经验年限：1年；候选人层级：初级。
岗位系统技能画像：Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习、模型压缩、汽车电子、计算机体系结构、交互技术。
个人概述：具备1年左右自动驾驶算法工程师相关实践经验，熟悉Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习，能够承担模块开发、测试验证和问题跟进。
教育背景：硕士研究生，硕士学位，211高校，模式识别与智能系统专业，英语六级。
技能栈：Python、C/C++、Linux、Kubernetes、PyTorch、Machine Learning、计算机视觉、深度学习、模型压缩、汽车电子、计算机体系结构、交互技术、Java、SQL、Go、Pandas、NumPy、TensorFlow。
工作经历：自动驾驶算法工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括Flink、MindSpore、Python、Java、Triton、TensorFlow。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：提升问题定位和交付效率。 多模态内容理解与标签系统：担任核心成员，技术栈包括Python、代码测试、AIBot、MindSpore、Triton、AgentRuntime。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：将核心流程耗时降低约 20%。 大模型推理性能优化：担任核心成员，技术栈包括PyTorch、Triton、计算机视觉、大模型、代码测试、Java。围绕批处理、缓存、量化和 GPU 资源利用率进行调优，降低在线推理延迟。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Python"", ""C/C++"", ""Linux"", ""Kubernetes"", ""PyTorch"", ""Machine Learning"", ""计算机视觉"", ""深度学习"", ""模型压缩"", ""汽车电子"", ""计算机体系结构"", ""交互技术"", ""Java"", ""SQL"", ""Go"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""Hadoop"", ""Spark"", ""向量检索"", ""AIBot"", ""GPU/AI"", ""AgentRuntime""]",1,,,,,,
CM-012,resume_004995_exp10_4,后端开发工程师,"求职意向：后端开发工程师。
标准岗位：后端开发工程师；岗位大族：软件研发；经验年限：10年；候选人层级：专家。
岗位系统技能画像：C/C++、Linux、PHP、操作系统、数据工程、消息队列、NoSQL、Python、Redis、分布式系统、Go、Kafka。
个人概述：具备10年左右后端开发工程师相关实践经验，熟悉C/C++、Linux、PHP、操作系统、数据工程、消息队列、NoSQL、Python，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：硕士研究生，硕士学位，211高校，信息工程专业，英语六级。
技能栈：C/C++、Linux、PHP、操作系统、数据工程、消息队列、NoSQL、Python、Redis、分布式系统、Go、Kafka、Java、JavaScript、SQL、HTML、CSS、React。
工作经历：后端开发工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括Microservices、React、云计算、SQL、C#、架构设计。负责前端页面、后端接口、数据库设计和部署发布。项目结果：提升问题定位和交付效率。 低代码配置平台：担任核心成员，技术栈包括Spring Boot、JavaScript、Docker、Vector Database、Microservices、Kafka。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：形成可复用的技术方案和项目文档。 业务中台能力建设：担任核心成员，技术栈包括HTML、Kafka、代码生成、C#、RabbitMQ、高并发。参与公共组件、服务接口和数据看板建设，支撑多业务复用。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""C/C++"", ""Linux"", ""PHP"", ""操作系统"", ""数据工程"", ""消息队列"", ""NoSQL"", ""Python"", ""Redis"", ""分布式系统"", ""Go"", ""Kafka"", ""Java"", ""JavaScript"", ""SQL"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""TypeScript"", ""Spring Boot"", ""Django"", ""Flask"", ""RabbitMQ""]",10,,,,,,
CM-013,resume_std_005800_exp10_4,芯片设计工程师,"求职意向：芯片设计工程师。
标准岗位：芯片设计工程师；岗位大族：芯片；经验年限：10年；候选人层级：专家。
岗位系统技能画像：SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具。
个人概述：具备10年左右芯片设计工程师相关实践经验，熟悉SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：博士研究生，博士学位，双一流高校，电子科学与技术专业。
技能栈：SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具、CUDA、C/C++、Machine Learning、TensorRT、Triton、GPU内存优化。
工作经历：芯片设计工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：量产测试数据分析平台：担任核心成员，技术栈包括SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析。面向芯片设计工程师岗位场景，围绕SoC设计、ASIC、Verilog构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 SoC 子系统设计项目：担任核心成员，技术栈包括SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具、CUDA。基于SystemVerilog、低功耗设计等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""SoC设计"", ""ASIC"", ""Verilog"", ""RTL设计"", ""数字IC"", ""SystemVerilog"", ""低功耗设计"", ""时序分析"", ""综合约束"", ""脚本自动化"", ""Python"", ""EDA工具"", ""CUDA"", ""C/C++"", ""Machine Learning"", ""TensorRT"", ""Triton"", ""GPU内存优化""]",10,,,,,,
CM-014,resume_std_005850_exp08_3,芯片测试工程师,"求职意向：芯片测试工程师。
标准岗位：芯片测试工程师；岗位大族：芯片；经验年限：8年；候选人层级：高级。
岗位系统技能画像：芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT。
个人概述：具备8年左右芯片测试工程师相关实践经验，熟悉芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：本科，学士学位，双一流高校，集成电路设计与集成系统专业。
技能栈：芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT、MySQL、封装EDA、工业自动化、机器学习、深度学习、软件开发。
工作经历：芯片测试工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SoC 子系统设计项目：担任核心成员，技术栈包括芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率。面向芯片测试工程师岗位场景，围绕芯片测试、ATE、测试方案构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 芯片验证回归平台：担任核心成员，技术栈包括LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT、MySQL。基于LabVIEW、量产测试等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""芯片测试"", ""ATE"", ""测试方案"", ""Python"", ""C/C++"", ""LabVIEW"", ""量产测试"", ""测试覆盖率"", ""硬件调试"", ""示波器"", ""数据分析"", ""DFT"", ""MySQL"", ""封装EDA"", ""工业自动化"", ""机器学习"", ""深度学习"", ""软件开发""]",8,,,,,,
CM-015,resume_std_005829_exp08_3,芯片验证工程师,"求职意向：芯片验证工程师。
标准岗位：芯片验证工程师；岗位大族：芯片；经验年限：8年；候选人层级：高级。
岗位系统技能画像：UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl、SoC验证、验证计划、回归测试、DFT。
个人概述：具备8年左右芯片验证工程师相关实践经验，熟悉UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：博士研究生，博士学位，双一流高校，集成电路设计与集成系统专业。
技能栈：UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl、SoC验证、验证计划、回归测试、DFT、Linux、Shell脚本、通信技术、RISC-V、CUDA、硬件开发。
工作经历：芯片验证工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SoC 子系统设计项目：担任核心成员，技术栈包括UVM、SystemVerilog、Verilog、覆盖率驱动验证、仿真、断言、Python、Perl。面向芯片验证工程师岗位场景，围绕UVM、SystemVerilog、Verilog构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：支撑多业务线稳定复用。 芯片验证回归平台：担任核心成员，技术栈包括断言、Python、Perl、SoC验证、验证计划、回归测试、DFT、Linux。基于断言、Python等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""UVM"", ""SystemVerilog"", ""Verilog"", ""覆盖率驱动验证"", ""仿真"", ""断言"", ""Python"", ""Perl"", ""SoC验证"", ""验证计划"", ""回归测试"", ""DFT"", ""Linux"", ""Shell脚本"", ""通信技术"", ""RISC-V"", ""CUDA"", ""硬件开发""]",8,,,,,,
CM-016,resume_002341_exp10_4,客户端开发工程师,"求职意向：客户端开发工程师。
标准岗位：客户端开发工程师；岗位大族：软件研发；经验年限：10年；候选人层级：专家。
岗位系统技能画像：Android、C/C++、Objective-C、Swift、Java、Kotlin、iOS、Python、Unreal Engine、动画技术、性能优化、操作系统。
个人概述：具备10年左右客户端开发工程师相关实践经验，熟悉Android、C/C++、Objective-C、Swift、Java、Kotlin、iOS、Python，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：本科，学士学位，双一流高校，软件工程专业，无。
技能栈：Android、C/C++、Objective-C、Swift、Java、Kotlin、iOS、Python、Unreal Engine、动画技术、性能优化、操作系统、SQL、Go、React Native、Flutter、React、Vue。
工作经历：客户端开发工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：移动端核心业务模块重构：担任主要负责人，技术栈包括React Native、安全测试、Go、Java、性能测试、高并发。负责页面架构、网络层封装、缓存策略和性能优化。项目结果：将核心流程耗时降低约 20%。 跨端组件与发布体系：担任核心成员，技术栈包括高并发、C++、Flutter、品牌、Go、移动端性能优化。沉淀通用组件，提升 Android/iOS 多端研发效率。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Android"", ""C/C++"", ""Objective-C"", ""Swift"", ""Java"", ""Kotlin"", ""iOS"", ""Python"", ""Unreal Engine"", ""动画技术"", ""性能优化"", ""操作系统"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""品牌"", ""用户研究"", ""市场营销"", ""高并发"", ""系统设计"", ""移动端性能优化""]",10,,,,,,
CM-017,resume_004901_exp03_3,云计算工程师,"求职意向：云计算工程师。
标准岗位：云计算工程师；岗位大族：基础设施；经验年限：3年；候选人层级：中级。
岗位系统技能画像：Go、Kubernetes、C/C++、Docker、Java、Linux、Python、云计算、分布式系统、模型部署、AI基础设施、推理优化。
个人概述：具备3年左右云计算工程师相关实践经验，熟悉Go、Kubernetes、C/C++、Docker、Java、Linux、Python、云计算，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：硕士研究生，硕士学位，双一流高校，计算机科学与技术专业，英语六级。
技能栈：Go、Kubernetes、C/C++、Docker、Java、Linux、Python、云计算、分布式系统、模型部署、AI基础设施、推理优化、JavaScript、SQL、AWS、Azure、Ansible、Terraform。
工作经历：云计算工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业 Kubernetes 容器平台：担任主要负责人，技术栈包括Rust、交付、JavaScript、分布式系统、Python、AWS。负责集群规划、服务发布、监控告警和资源隔离，支撑多业务应用上云。项目结果：提升问题定位和交付效率。 云资源自动化交付平台：担任核心成员，技术栈包括云计算、Terraform、分布式系统、项目管理、Python、DevOps。使用 Terraform 和脚本完成资源编排、权限配置和交付流程标准化。项目结果：支撑多业务线稳定复用。 混合云稳定性治理：担任核心成员，技术栈包括AWS、Docker、Python、JavaScript、Kubernetes、x86。参与容量评估、故障演练和成本优化，提升云平台可用性。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Go"", ""Kubernetes"", ""C/C++"", ""Docker"", ""Java"", ""Linux"", ""Python"", ""云计算"", ""分布式系统"", ""模型部署"", ""AI基础设施"", ""推理优化"", ""JavaScript"", ""SQL"", ""AWS"", ""Azure"", ""Ansible"", ""Terraform"", ""DevOps"", ""CUDA"", ""GPU"", ""x86"", ""GPU/NPU"", ""PostgreSQL""]",3,,,,,,
CM-018,resume_std_005769_exp05_4,通信工程师,"求职意向：通信工程师。
标准岗位：通信工程师；岗位大族：通信；经验年限：5年；候选人层级：中级。
岗位系统技能画像：5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python、SDR、网络优化、基站系统、高性能通信。
个人概述：具备5年左右通信工程师相关实践经验，熟悉5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，985高校，信息与通信工程专业。
技能栈：5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python、SDR、网络优化、基站系统、高性能通信、计算机体系结构、PyTorch、TensorFlow、模型压缩、通信技术、深度学习。
工作经历：通信工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：高性能网络传输模块：担任核心成员，技术栈包括5G、6G、通信协议、TCP/IP、无线通信、信号处理、C/C++、Python。面向通信工程师岗位场景，围绕5G、6G、通信协议构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 5G 通信链路优化：担任核心成员，技术栈包括信号处理、C/C++、Python、SDR、网络优化、基站系统、高性能通信、计算机体系结构。基于信号处理、C/C++等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。","[""5G"", ""6G"", ""通信协议"", ""TCP/IP"", ""无线通信"", ""信号处理"", ""C/C++"", ""Python"", ""SDR"", ""网络优化"", ""基站系统"", ""高性能通信"", ""计算机体系结构"", ""PyTorch"", ""TensorFlow"", ""模型压缩"", ""通信技术"", ""深度学习""]",5,,,,,,
CM-019,resume_001078_exp02_2,控制算法工程师,"求职意向：控制算法工程师。
标准岗位：控制算法工程师；岗位大族：算法；经验年限：2年；候选人层级：初级。
岗位系统技能画像：HIL测试、计算机视觉、仿真技术、C/C++、Machine Learning、Python、机器人与自动驾驶、自动化技术、图像图形技术、Transformer、机器学习、深度学习。
个人概述：具备2年左右控制算法工程师相关实践经验，熟悉HIL测试、计算机视觉、仿真技术、C/C++、Machine Learning、Python、机器人与自动驾驶、自动化技术，能够承担模块开发、测试验证和问题跟进。
教育背景：硕士研究生，硕士学位，双一流高校，人工智能专业，英语六级。
技能栈：HIL测试、计算机视觉、仿真技术、C/C++、Machine Learning、Python、机器人与自动驾驶、自动化技术、图像图形技术、Transformer、机器学习、深度学习、Java、TensorFlow、PyTorch、Tableau、Power BI、FineBI。
工作经历：控制算法工程师方向，累计2年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括NCCL、架构设计、分布式系统、Java、Scikit-learn、QClaw-AI。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：提升问题定位和交付效率。 多模态内容理解与标签系统：担任核心成员，技术栈包括MindSpore、NLP、Python、PyTorch、Flink、LLVM/MLIR。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：支撑多业务线稳定复用。 大模型推理性能优化：担任核心成员，技术栈包括Flink、Java、MindSpore、RAG、CUDA/Triton、ETL。围绕批处理、缓存、量化和 GPU 资源利用率进行调优，降低在线推理延迟。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""HIL测试"", ""计算机视觉"", ""仿真技术"", ""C/C++"", ""Machine Learning"", ""Python"", ""机器人与自动驾驶"", ""自动化技术"", ""图像图形技术"", ""Transformer"", ""机器学习"", ""深度学习"", ""Java"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""QClaw-AI"", ""RAG"", ""RLHF/RLAIF"", ""AIGC"", ""推荐系统"", ""NLP""]",2,,,,,,
CM-020,resume_003606_exp01_1,计算机视觉算法工程师,"求职意向：计算机视觉算法工程师。
标准岗位：计算机视觉算法工程师；岗位大族：AI算法；经验年限：1年；候选人层级：初级。
岗位系统技能画像：Diffusion、Diffusion模型、NLP、多模态、AIGC、C/C++、PyTorch、Python、TensorFlow、图像图形技术、模型压缩、深度学习。
个人概述：具备1年左右计算机视觉算法工程师相关实践经验，熟悉Diffusion、Diffusion模型、NLP、多模态、AIGC、C/C++、PyTorch、Python，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语六级。
技能栈：Diffusion、Diffusion模型、NLP、多模态、AIGC、C/C++、PyTorch、Python、TensorFlow、图像图形技术、模型压缩、深度学习、Java、SQL、向量检索、模型微调、知识库、人工智能。
工作经历：计算机视觉算法工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括NLP、向量检索、深度学习、人工智能、MLIR、TensorFlow。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：形成可复用的技术方案和项目文档。 多模态内容理解与标签系统：担任核心成员，技术栈包括高并发、代码生成、Kafka、Rust、Ascend、数据湖。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：显著改善系统稳定性和可维护性。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。","[""Diffusion"", ""Diffusion模型"", ""NLP"", ""多模态"", ""AIGC"", ""C/C++"", ""PyTorch"", ""Python"", ""TensorFlow"", ""图像图形技术"", ""模型压缩"", ""深度学习"", ""Java"", ""SQL"", ""向量检索"", ""模型微调"", ""知识库"", ""人工智能"", ""特征工程"", ""Deep Learning"", ""推荐系统"", ""GCC/LLVM"", ""MLIR"", ""机器学习""]",1,,,,,,
