sample_id,job_id,source_type,title,description,gold_required_skills,gold_optional_skills,gold_responsibilities,is_parseable,annotator,notes
JD-316,JOB10896,enterprise,光子 AI-游戏模型数据专家-运营数据,"1.多模态模型数据处理：负责游戏运营阶段多模态模型的数据治理与加工，包含但不限于玩家行为，玩家反馈，游戏数据等，设计面向多模态模型的数据清洗、特征提取与格式化方案等，以业务问题为驱动，持续提升模型效果；
2.数据闭环建设：利用运营数据参与构建用户画像，用户偏好，生命周期等特征信息的模型，通过模型的迭代协助游戏项目进行游戏玩法优化及运营策略调整，构建高质量、可持续迭代的数据飞轮；
3.结合游戏业务特点与目标，与多方团队协作，参与并推动模型、数据、策略等场景的应用和优化；
4.负责前瞻探索，积极跟进学术界和工业界的最新动态，优化游戏模型技术方案。
1.计算机、数学、统计学等相关专业硕士以上学历，3年以上游戏/广告/推荐/搜索等相关算法研究与实战经验；
2.对数据敏感，能主动理解业务场景并提出数据解决方案；
3.具备扎实的数据处理能力，熟练掌握 SQL 和 Python，熟悉至少一种大数据处理框架（Spark/Flink/Hive 等）；
4.熟悉LLM、NLP、CV、大模型领域相关技术，了解大模型对输入数据的基本要求，能将业务数据转化为模型可消费的格式；
5.具备数据质量意识，能设计数据校验、异常检测和监控方案。自驱力强，具备良好的跨团队沟通能力；
6.自驱力强，具备良好的问题分析与解决能力，具备良好的跨团队沟通能力。
要求具备游戏/广告/推荐/搜索算法经验，掌握SQL、Python、Spark/Flink/Hive，熟悉LLM、NLP、CV、大模型输入数据处理，以及数据校验、异常检测和监控。
游戏模型数据",,,,,,
JD-317,GOV-2025-132107-300147142001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局和龙监管支局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作。
专业要求：计算机类
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.限应届高校毕业生报考，请在备注栏中注明本人具有应届高校毕业生身份；3.限吉林省户口或吉林省生源；4.要求本科学历大学英语四级成绩425分及以上，请在外语水平栏中注明成绩；5.本科专业为计算机类（专业代码0809），或研究生专业为计算机科学与技术（专业代码0812）、软件工程（专业代码0835）；6.专业考试信息请参见国家金融监督管理总局2025年度招考公告。",,,,,,
JD-318,JOB01712,enterprise,AI后端开发工程师-抖音音乐,"1、业务开发：参与音乐业务开发，应用大模型相关能力赋能业务（达人投稿、审核提效、版权治理、价值评估、音质评估等），提升业务开发效率、业务效果；
2、工程优化：持续迭代AI Agent的底层架构，优化性能、成本、稳定性、安全方面相关指标；
3、前沿探索：参与AI新技术的调研，如Multi-Agent、RAG、Claw、特定小模型训练等。
1、本科及以上学历，计算机、软件工程等相关专业优先；
2、AI产品爱好者和使用者，追求良好的用户体验；
3、具有良好的编程习惯，代码结构清晰，命名规范；
4、熟练掌握数据结构与算法、计算机网络、操作系统、编译原理等课程；
5、熟练掌握C++/Java/Golang/Python一种或多种语言；
6、熟悉大模型相关算法优先考虑，如Transformer、Mamba、CNN/RNN/LSTM、梯队下降等。
要求掌握数据结构与算法、计算机网络、操作系统、编译原理; 熟练C++、Java、Golang、Python一种或多种; 熟悉Transformer、Mamba、CNN、RNN、LSTM、梯度下降等大模型相关算法优先
抖音音乐; AI后端",,,,,,
JD-319,GOV-2025-129116-300110002002,government,科技管理（统计分析应用类）四级主办及以下,"用人司局：杭州萧山机场海关
职位简介：从事海关统计分析工作及智慧海关建设管理工作。
专业要求：大数据管理与应用、数学与应用数学、数据计算及应用、信息与计算科学、统计学、应用统计学、计算数学、应用数学、概率论与数理统计
学历要求：本科或硕士研究生
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：行政执法类
备注：限2025届高校毕业生；本科生大学英语四级考试425分及以上，研究生大学英语六级考试425分及以上；现场一线岗位，需24小时倒班；本职位所指专业为具体专业名称；考生必须具备与填报学历及专业相应的学位；服从关区二次调配；专业能力测试安排，详见海关总署网站（www.customs.gov.cn）。",,,,,,
JD-320,JOB02346,enterprise,后端开发工程师（绩效方向）-集团信息系统,"1、负责企业SaaS产品的后端架构设计与研发，为全球租户及用户提供优质的信息服务和极致体验；
2、参与产品需求的讨论和规划、功能定义等，帮助职能部门梳理业务思路，固化工作流，提高效率；
3、协助团队攻克各种大数据、高并发、数据隔离等方面的技术难点攻坚；
4、参与制定团队研发流程规范，帮助团队落地并提升整体的研发质量。
1、本科及以上学历，计算机、通信等相关专业，五年以上后端相关工作经验；
2、熟练掌握Linux环境下的Go/Python/C/C++/Java等1至2种以上语言；
3、扎实的技术基础，了解微服务架构的技术挑战，并有对应的解决方案；
4、较好的产品意识，愿意将产品效果做为工作最重要的驱动因素；
5、熟悉业务架构设计理论，熟悉行业常见的架构方案；
6、积极乐观，认真负责，乐于协作。
要求掌握Linux下Go、Python、C/C++、Java中1至2种; 了解微服务架构挑战; 熟悉业务架构设计理论
集团信息系统; 绩效方向; 后端开发",,,,,,
JD-321,job_e0a5c3ed15f170612087,legacy_label,金融消保合规经理-数据方向,"1.落实金融消费者个人信息保护工作，支持个人信息保护、数据安全方面的金融消保合规评估、合规检查、整改完善等工作；
2.支持金融消费者权益保护合规工作，建立健全金融消保合规工作制度机制建设，支持业务消保合规检测工作。",,,,,,
JD-322,job_0e797a9621308a5364a4,legacy_label,《王者万象棋》服务器高级开发工程师,"1.根据项目需求，负责游戏服务器端设计和开发工作，设计开发游戏系统以及基础架构系统；
2.对系统的质量负责；
3.对系统的稳定性、安全性、性能、热更新等方面负责。",,,,,,
JD-323,job_03d19992cfdf82e481b5,legacy_label,魔方技术中心-高级技术美术-PCG方向,"1.负责UE5引擎中程序化生成工具及管线的设计、开发和维护，通过程序化工具和制作流程优化，提高项目美术生产效率和品质；
2.对接项目需求，基于项目痛点进行需求拆解与方案设计，与程序团队协同开发解决项目相关问题；
3.负责技术Demo制作、宣讲资料整理及工具管线的项目教学与推广，并持续跟进、验收与资料沉淀；
4.协调团队内部资源与项目排期，推动Falcon管线在项目中的深度落地；
5.紧跟AI发展，利用AI提升工作流效率，并基于AI快速搭建并完成工具或方案原型的开发与验证。",,,,,,
JD-324,GOV-2025-132111-300147219001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局丽水监管分局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作
专业要求：0812下：计算机科学与技术、计算机软件与理论、计算机系统结构、计算机应用技术、数据科学0835软件工程0854下：大数据技术与工程、计算机技术、软件工程
学历要求：硕士研究生及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.限应届高校毕业生报考，请在备注栏中注明本人具有应届高校毕业生身份；3.要求研究生学历大学英语六级成绩425分及以上，请在外语水平栏中注明成绩；4.专业考试信息请参见国家金融监督管理总局2025年度招考公告。",,,,,,
JD-325,job_2647c667cc512ffbd30f,legacy_label,UE微恐轻动作项目-资深视觉设计师,"1.负责游戏的视觉设计工作，包括UI界面、图标、特效、动画等设计；
2.与游戏开发团队紧密合作，确保设计方案符合游戏整体风格和用户体验需求；
3.参与游戏视觉风格的制定与优化，提升游戏的视觉吸引力和玩家沉浸感；
4.根据项目需求，制作高质量的设计稿、原型及动效演示，推动设计落地；
5.持续关注行业趋势和玩家反馈，不断优化游戏视觉表现，提升用户满意度。",,,,,,
JD-326,GOV-2026-132114-300147467001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局贵溪监管支局
职位简介：主要从事金融监管数据统计分析工作
专业要求：计算机科学与技术、软件工程、网络工程、信息安全、电子与计算机工程、数据科学与大数据技术、网络空间安全、数据科学、计算机应用技术等专业
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.咨询电话：0701-6211560；2.报名时请在专业栏中同时填写专业名称和专业代码；3.限应届高校毕业生报考，请在备注栏中注明本人具有应届高校毕业生身份；4.要求本科学历大学英语四级成绩在425分及以上（雅思成绩在6分及以上、托福成绩在80分及以上、取得英语专业四级或专业八级合格证书亦可），研究生学历大学英语六级成绩在425分及以上（雅思成绩在6.5分及以上、托福成绩在90分及以上、取得英语专业四级或专业八级合格证书亦可），请在外语水平栏注明已获得的英语等级证书及成绩；5.专业考试信息请参见《2026年度国家金融监督管理总局招考职位专业科目笔试考试大纲》。",,,,,,
JD-327,GOV-2025-132119-300147538001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局肇庆监管分局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作
专业要求：本科：080901计算机科学与技术、080902软件工程、080903网络工程；研究生：0812计算机科学与技术
学历要求：本科及以上
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.限应届高校毕业生报考，请在备注栏中注明本人具有应届高校毕业生身份；3.要求本科学历大学英语四级成绩425分及以上，要求研究生学历大学英语六级成绩425分及以上，请在外语水平栏中注明成绩；4.专业考试信息请参见国家金融监督管理总局2025年度招考公告。",,,,,,
JD-328,JOB09716,enterprise,2027AIDU-语音大模型算法工程师(J99954),"1. 研究跨模态数据表征方法、高质量数据萃取方法、高效算法算力融合的创新算法，探索跨模态端到端大模型的前瞻技术和趋势；
2. 支持大模型平台化及规模化创新应用落地。
1. 具备机器学习/深度学习/自然语言处理/语音处理/计算机视觉的理论背景和实践经验；
2. 熟练掌握Python编程语言以及Pytorch、Tensorflow、PaddlePaddle等其中一项深度学习开发框架；
3. 具有较好的团队沟通合作能力、分析问题和解决问题的能力；
4. 有较强的工程实践经验，发表行业顶级论文者优先。
【加分项】
1. 获得过 ACM，NOI，NOIP 或其他商业代码竞赛的任意奖项；
2. 有较强的钻研精神，对部分语言、系统、算法有深刻的探索和理解。

招聘部门：应用模型技术部
要求具备机器学习、深度学习、NLP、语音处理或CV背景，掌握Python和PyTorch/TensorFlow/PaddlePaddle之一，方向为语音大模型。
语音大模型",,,,,,
JD-329,job_6550ac76babb4c26cad9,legacy_label,和平精英-游戏动画师-新星引力计划,"1.负责射击类战斗玩法动画制作；
2.独立进行游戏机制推导，拆分动画需求，并且全程跟进直到版本内体验；
3.指导演员动捕和精修品质把控；
4.整合资源合入引擎，和策划程序多环节进行效果联调。",,,,,,
JD-330,JOB01320,enterprise,全栈开发工程师-模型数据,"1、数据生产全链路技术落地：覆盖规模化人工标注、专家级精准标注全场景，迭代AI合成数据技术提升数据真实性与适配性；落地AI机器标注、辅标等能力，实现人机高效协同，完成数据生产流程编排，持续提升标注效率与数据质量、降低人工成本；
2、全流程研发与架构体系建设：承接产品需求从分析、方案设计到落地交付的全流程；深度参与前端架构设计开发，打造高体验可扩展的交互界面，承担服务端模块研发保障系统稳定高可用；推进业务模块架构升级与多平台能力整合，通过模块拆分、服务解耦解决历史架构痛点，保障业务高频迭代下新老系统平滑迁移；
3、技术创新与效能持续提升：结合大模型技术将平台功能抽象为MCP、Agent技能等标准化原子能力，实现基于业务意图的动态组件编排，构建AI友好的底层技术底座；持续跟踪业界前沿技术与产品理念，落地于日常工程实践，推动团队研发效率与产品质量整体升级。
1、本科及以上学历，计算机科学、软件工程或相关专业，具备扎实的计算机科学基础，对数据结构、算法、网络等有深入理解；
2、具备前端专业深度，精通TypeScript/JavaScript，并对至少一种现代前端框架（React,Vue等）有深刻理解，熟悉其底层原理和生态，具备复杂Web应用的设计与开发经验；
3、具备扎实的服务端能力，具备服务端开发能力，熟悉至少一种后端语言（如Go,Python,Java,Node.js等）及相关的框架和中间件。理解BFF/GraphQL/RESTful API的设计理念；
4、具备卓越的工程素养，熟悉CI/CD、容器化（Docker/K8s）等基本DevOps理念。深刻理解单元测试、契约测试、E2E测试的价值与实践方法；
5、AI-Native研发能力，娴熟应用各类AI工具，优先AI编程工具重度用户，能够熟练运用各类智能化编程工具提升开发效率；
6、具备优秀的产品思维、用户同理心及良好的沟通与团队协作能力，善于从用户视角出发思考问题并推动产品体验的持续优化，能够清晰、准确地表达技术方案并与不同职能的角色高效合作。
深入理解数据结构、算法、网络; 精通TypeScript、JavaScript; 深刻理解React、Vue等现代前端框架及生态; 具备复杂Web应用设计开发经验; 熟悉Go、Python、Java、Node.js等后端语言及框架中间件; 理解BFF、GraphQL、RESTful API设计; 熟悉CI/CD、Docker、Kubernetes; 理解单元测试、契约测试、E2E测试; 熟练应用AI工具和智能编程工具
模型数据; 全栈开发",,,,,,
JD-331,job_ad6ddc7401b747c306b4,legacy_label,UE微恐轻动作项目-资深动画设计师,"1.负责角色动作设计与制作，包括战斗、表演及演出动画；
2.配合策划、特效及程序团队完成动作表现落地；
3.制定动画制作规范及质量标准；
4.持续探索风格化动作表现及动画流程优化。",,,,,,
JD-332,GOV-2024-135122-400110122011,government,开州调查队农村调查科四级主任科员及以下,"用人司局：国家统计局重庆调查总队
职位简介：从事一线入户调查、数据处理、统计分析、统计研究等工作。
专业要求：中国语言文学类（汉语国际教育、中国少数民族语言文学、古典文献学、手语翻译除外）、计算机类（物联网工程、电影制作、保密技术、区块链工程专业除外）
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.本单位最低服务年限为5年（含试用期）；2.限重庆市户籍考生报考。",,,,,,
JD-333,JOB06600,enterprise,前端开发实习生-抖音研发,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：抖音研发部门负责多款大型产品的研发，包括但不限于抖音、西瓜视频、汽水音乐。
加入我们，你将有机会参与亿级用户场景的开发与架构工作，使用前沿的技术助力业务一起不断成长。

1、负责公司移动应用产品的设计、开发、测试、维护和优化工作；
2、与产品经理、设计师和其他开发人员协作，确保产品符合用户需求和期望；
3、对产品进行持续的性能优化，提升用户体验；
4、参与新技术的研究，为产品的持续创新提供技术支持。
1、2027届本科及以上学历在读，计算机、软件工程等相关专业优先； 
2、热爱计算机科学和互联网技术，精通至少一门编程语言，包括但不仅限于：Java、C、C++、PHP、Python、Go； 
3、掌握扎实的计算机基础知识，深入理解数据结构、算法和操作系统知识；
4、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分；
5、有强烈的求知欲，优秀的学习和沟通能力；
6、每周可实习至少4天以上，可实习3个月及以上。
精通Java、C、C++、PHP、Python、Go至少一种，掌握数据结构、算法和操作系统。
抖音研发; 前端开发",,,,,,
JD-334,GOV-2026-158134-300130134053,government,霍尔果斯出入境边防检查站一级警长及以下（三）,"用人司局：新疆出入境边防检查总站
职位简介：属于公安机关人民警察，主要从事出入境边防检查、监护、巡查和应急处突、大型安保以及翻译、网络系统、信息安全、数据分析等工作，长期驻守口岸。
专业要求：050205西班牙语、050210菲律宾语、050209韩鲜语、050212印度尼西亚语、0809计算机类
学历要求：仅限本科
学位要求：学士
政治面貌：中共党员或共青团员
基层工作经历：无限制
考试类别：行政执法类
备注：1.限应届高校毕业生报考（高等学历教育各阶段均需取得相应学历和学位，报名时需注明专业代码）。
2.除外国语言文学类外其他专业考生大学英语等级考试四级425分以上。
3.按《公务员录用体检特殊标准（试行）》进行体检，对《公务员录用体检特殊标准（试行）》未作规定的项目，按《公务员录用体检通用标准（试行）》执行，视力标准可询招录单位。
4.按《公安机关录用人民警察体能测评项目和标准》进行体能测评。
5.按《公安机关录用人民警察政治考察工作办法》开展考察。具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，不得报考；非公派原因，曾六个月以上在国（境）外留学、工作、生活的，不得报考。
6.单位提供食宿，每年有固定探亲假和休假安排。
7.工资待遇按人民警察标准执行，享受加班补贴和值勤岗位津贴。享受艰苦边远地区补助或高原津贴。
8.须服从二次分配。
9.仅限男性报考。
10.请考生及时关注“移民管理警察招考小助手”微信小程序发布的报考信息。",,,,,,
JD-335,GOV-2025-129113-300110017001,government,科技管理（电子信息化类）一级行政执法员,"用人司局：萝北海关
职位简介：从事海关科技及智慧海关建设工作。
专业要求：计算机科学与技术、软件工程、网络工程、信息安全、网络空间安全、数据科学与大数据技术
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：行政执法类
备注：限2025届高校毕业生；大学英语四级考试425分及以上；本职位所指专业为具体专业名称，考生必须具备与填报学历及专业相应的学位；现场一线岗位，服从关区二次调配。专业能力测试安排，详见海关总署网站（www.customs.gov.cn）。",,,,,,
JD-336,JOB05583,enterprise,Agent研发（可靠性方向）实习生-小荷健康,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：小荷健康团队专注于小荷AI医生业务和抖音/头条医疗搜索业务的相关工程和策略研发，以及小荷健康医疗大模型的研发。我们依托医疗大模型基座的能力，为不同渠道用户提供健康咨询和医疗服务建议能力，助力分级诊疗落地，缓解医患矛盾，缓解优质医疗资源不足且分布不均的问题，并以“为每个中国人/家庭提供一个私人AI医生”为愿景。团队涵盖了前端、客户端、服务端、算法、数据等多个团队。在工程领域我们除了保障业务迭代、性能优化、稳定性工作之外，还会探索先进的跨端技术、适配医疗场景的Agent架构赋能于业务，并积极使用AI Coding提升研发效率。在算法方向，不仅深耕业务全链路策略效果，同时自研的小荷医疗大模型在多个权威医疗Benchmark上达到行业SOTA。

1、建设医疗AI的生产系统底座，包括但不限于模型调用、工具调用、记忆管理、知识体系、反馈链路、工作流引擎和状态流转，支撑多模态、多轮交互和连续健康管理等复杂任务的稳定运行；
2、构建面向医疗任务的Agent与LLM Harness，将任务编排、工具调用、证据组织、状态管理、路由策略与人机协作边界落地为可运行的系统框架，对端到端链路的效率、稳定性和质量负责；
3、建设知识与证据体系的生产实现，包括但不限于医学知识更新、RAG、claim verification、evidence retrieval、来源追踪和结果审计，使医学依据能够被模型调用、被系统记录、被产品链路使用；
4、建设数据链路与合规Pipeline，面向用户交互、医学审核、运营反馈和模型输出，构建数据采集、清洗、归因、回流和监控能力，将生产系统中的发现反哺给算法、数据和产品迭代，并建设维护满足严格隐私、安全、合规要求的数据服务，持续调试、优化、加固系统，支撑高可用、高性能与规模化运行；
5、在由算法、研发、产品、运营和医学等角色组成的跨职能团队中协作，把算法能力、知识体系和LLM Harness转化为稳定的生产系统，支持模型迭代和产品演进。
1、2027届本科及以上学历在读，计算机、软件工程、人工智能或相关专业背景；
2、在以下任一方向有可证明的项目、研究或工程产出：LLM应用与Agent工程，包括生产级LLM系统、Agent Workflow、RAG Pipeline、Tool Use或Memory机制；平台与基础设施，包括工作流引擎、状态管理、可观测性、服务治理或内部平台；数据与检索系统，包括大规模数据Pipeline、检索系统、日志分析、反馈回流或评测基础设施；
3、理解LLM与Agent的工程化挑战，能够将复杂业务流程抽象为可执行、可监控、可维护的Agent Workflow或系统链路；
4、熟悉至少一种主流后端语言，有扎实的工程实践能力，能够快速上手团队技术栈，独立推进从问题定义、系统设计、实现到调试优化的完整流程；
5、具备良好的系统意识和主人翁精神，能够在跨职能团队中从研发视角推动复杂问题落地。

加分项
1、在医疗、风控、内容安全等对准确率与安全性要求高的垂域有落地经验；
2、有从0到1搭建内部平台或工具链的经验；有Agent工程化的实战经验（自研框架或主流框架皆可）；
3、有合规、审计、风控类系统开发经验；有高并发、大数据量系统的架构经验；在LLM应用、Agent工程、RAG系统等方向有公开工作或开源贡献。
有LLM应用与Agent工程经验，涉及Agent Workflow、RAG Pipeline、Tool Use、Memory、工作流引擎、状态管理、可观测性、服务治理、数据Pipeline、检索系统、日志分析、反馈回流、评测基础设施、后端开发、高并发或大数据量系统。
小荷健康; Agent可靠性研发",,,,,,
JD-337,job_7707a0c716505490c89a,legacy_label,和平精英-内容生态运营-新星引力计划,"1.与市场、版权、直播等合作伙伴协作，针对和平精英的内容生态进行专项运营。包括整体策略的规划、管理、扶持等相关政策的制定以及落地；
2.根据产品特性、用户喜好、内容平台、行业发展趋势等、与MCN、KOL等合作，构建完整内容生态体系，为作者数量、内容流量增长、结构健康度负责；
3.跟进内容生态工具调整优化，对生态各维度数据进行长期分析并提供优化策略；
4.把控生态作者内容，做到质量可控可靠、且配合游戏需求统一内容声量；并与内容平台、MCN、作者、主播等保持良好的合作关系；
5.与各渠道、平台资源合作，挖掘、培养更多和平优质作者。",,,,,,
JD-338,JOB07770,enterprise,数据研发实习生-电商数据中心,"1、参与快手大数据体系的设计与建设，通过数据仓库、元数据、数据管理等体系，管理和建设几千P的数据；
2、参与各类业务数据专题体系（用增、消费、直播、内容生产/社交、电商、商业化、本地生活、游戏、海外、大模型业务等）的建设，通过对数据的建设和应用理解，支持各类的业务管理决策和业务运营；
3、参与快手业务数据产品建设和应用，包括洞察分析、归因分析、ABTest、数据资产应用等数据能力，结合自己的商业sense，发掘数据的业务价值；
4、有很好的团队氛围，你会获得数据领域的各类大牛的指导，徜徉在世界领先的大数据处理和应用技术的海洋中；
5、表现优秀者可以获得转正机会。
1、本科及以上学历，计算机、数学、统计、数据科学、大数据技术等相关专业；
2、有较强的动手能力和学习能力，熟悉一门数据处理语言，如SQL、Java、Python等；
3、有较强的逻辑思维、解决问题的能力，有较强的沟通和团队协作能力；
4、了解 Hadoop 生态系统、大型数据仓库架构、模型设计、ETL等，掌握Hive、Spark，额外掌握Flink、kafka、redis、clickhouse等的同学优先。
要求掌握至少一种数据处理语言，了解Hadoop生态、数据仓库架构、模型设计和ETL，掌握Hive/Spark并优先掌握Flink/Kafka/Redis/ClickHouse。
数据研发",,,,,,
JD-339,JOB04009,enterprise,媒体数据存储系统工程师/专家-视频与边缘,"1、负责存储相关组件的设计和开发，服务于大模型推理和训练场景，包括模型分发加载、KV Cache存储和优化，数据IO性能优化，提高核心性能指标；
2、负责设计和实现面向面向海量数据模型训练和视频转码的分布式缓存文件系统，使用内存、SSD、HDD以及云端对象存储等介质进行数据的持久化存储和管理，均衡的优化存储性能与成本； 
3、负责设计和实现面向多模态内容理解和检索元数据管理服务。
1、本科及以上学历，2年及以上服务端开发经验，优秀的系统设计及编码能力；
2、算法、数据结构、操作系统等基础知识扎实，优秀的逻辑思维能力；
3、精通主流语言的至少一门Go/C/C++/Java/Python/Erlang/Rust等；
4、良好的沟通能力和团队合作精神，有一定的组织协调能力；
5、热爱技术，具备快速学习能力，做事情严谨踏实，团队协作能力强。

加分项：
1、熟悉Fuse用户态文件系统、分布式缓存系统（例如Alluxio/JuiceFS/GooseFS/JindoFS）等；
2、熟悉高性能网络通信（NVLink/RDMA/NCCL/GPU Direct）等；
3、深入理解向量索引算法，有向量检索研发和性能优化经验（Milvus/Weaviate/等），有数据库引擎核心研发经验（RocksDB/LevelDB/MySQL/MongoDB/Cassandra/HBase/InfluxDB等）。
要求具备服务端开发、存储系统、高性能网络通信、向量检索和数据库引擎经验。
视频与边缘; 媒体数据存储",,,,,,
JD-340,JOB05076,enterprise,推荐系统Data For AI开发实习生-Data-抖音/直播/电商/剪映,"ByteIntern：面向2027届毕业生（2026年9月-2027年8月期间毕业），为符合岗位要求的同学提供转正机会。
团队介绍：推荐架构团队支撑字节跳动旗下多款APP产品，如抖音、今日头条、番茄小说、西瓜视频、剪映等推荐系统架构的设计和开发，保障系统的稳定和高可用，致力于抽象系统通用组件和服务，建设推荐中台、数据中台；关于在线服务，在这里你有机会参与大规模机器学习在线预估框架的研发与优化，也有机会参与模型训练与调度等相关问题的研究与突破，解决系统瓶颈，降低成本开销；如你对大数据感兴趣，在这里也有机会参与通用实时计算系统的开发、构建统一的推荐特征中台，为推荐业务实现先进的消重、计数、特征服务等；我们期待热爱技术的你加入，一起创造更多可能。

1、为大规模推荐系统设计和实现合理的分布式计算和训练系统；
2、设计和实现灵活可扩展、稳定、高性能的离线存储、计算、训练组件；
3、生产系统的Trouble-Shooting，设计和实现必要的机制和工具保障生产系统整体运行的稳定性；
4、打造业界领先推荐系统分布式训练和计算框架等分布式系统，为海量数据和大规模业务系统提供可靠的基础设施。
1、2027届本科及以上学历在读，计算机、软件工程、网络工程等相关专业优先；
2、热爱计算机科学和互联网技术，熟悉Java、C++、Scala、Python等编程语言，对Hudi/Iceberg/Paimon数据湖技术感兴趣，对Ray/PyTorch/Flink/Spark等AI生态和分布式计算系统感兴趣；
3、掌握扎实的计算机基础知识，深入理解数据结构、算法和操作系统知识；
4、有优秀的逻辑分析能力，能够对业务逻辑进行合理的抽象和拆分；
5、有强烈的求知欲，能够读懂业界前沿期刊，优秀的学习和沟通能力。
熟悉Java、C++、Scala或Python，关注Hudi、Iceberg、Paimon数据湖和Ray、PyTorch、Flink、Spark等AI生态与分布式计算系统。
Data; 推荐系统Data For AI",,,,,,
JD-341,job_06052934824f5c77a78a,legacy_label,AI计算库开发工程师(北京/深圳),"1.基于自研 AI 芯片软件栈以及架构特点，研发和优化高性能算子，设计高效的数据流与计算流方案；
2.结合芯片计算单元和存储层次，构建可维护、可扩展的算子实现；
3.参与测试框架和性能分析体系的建设，提升算子研发效率、质量保障能力和生态易用性；
4.与编译器、runtime及业务团队协作，推动模型在自研芯片上的端到端性能优化与落地。",,,,,,
JD-342,job_4f758f525646678d9c73,legacy_label,云安全解决方案架构师,"1.为销售团队提供云安全产品技术支撑，设计客户场景化解决方案（如等保合规、数据安全架构），直接推动商机转化与订单落地；
2.主导客户技术交流，解答云安全产品（如waf、主机安全、密码评估等）与合规性需求，消除采购障碍；
3.基于腾讯云平台，设计覆盖网络安全、负载安全、数据防护的一体化安全方案，输出标准化技术提案与POC案例；
4.联动产品、售前团队，将客户需求转化为可落地的安全产品组合，优化报价策略；
5.定期开展销售人员安全产品培训，提升销售团队销售安全产品动力。",,,,,,
JD-343,job_a66fa4a55ba293b46038,legacy_label,金融科技-文本大模型算法工程师,"1.负责文本大模型在AI编程垂直领域（如代码生成、工具调用、接口测试）的数据构造、Post-Training与评估全流程；
2.深入代码大模型与文本推理方向，进行模型调优与能力创新，覆盖代码补全、流水线自动化、测试用例生成等场景；开展大模型智能体（Agent）的开发与设计，包括智能体工作流编排、工具调用规划、复杂任务分解与执行等；
3.负责文本上下文压缩技术的研究，并在代码检索、知识库问答领域的落地，包括Embedding压缩、长上下文（Long-context）优化、结构化文本处理等；
4.负责基于大模型的知识检索问答（如RAG）系统的研发与优化，包括领域知识库构建、检索增强生成技术应用、问答准确性提升等；
5.跟踪文本大模型、程序语言处理及智能体技术领域的技术进展，评估其在研发效能提升方面的应用潜力。",,,,,,
JD-344,GOV-2025-137123-400110123023,government,绵竹调查队一级科员（2）,"用人司局：国家统计局四川调查总队
职位简介：从事一线入户调查、数据处理、统计分析、统计研究等工作。
专业要求：统计学类、数学类、计算机类、经济学类，会计学、汉语言文学
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.该职位需要长期出差，经常深入乡村厂矿一线；2.该职位限招应届高校毕业生；3.本单位最低服务年限为5年（含试用期）；4.限女性报考。",,,,,,
