sample_id,record_id,reference_skills,reference_warning,reference_years_experience,reference_education
RES-321,resume_002070_exp08_3,"[""C/C++"", ""Java"", ""Python"", ""仿真技术"", ""VLA模型"", ""分布式系统"", ""Machine Learning"", ""Go"", ""模型训练"", ""JavaScript"", ""SQL"", ""TensorFlow"", ""PyTorch"", ""大语言模型"", ""Agentic"", ""AgentBench"", ""OpenAI"", ""风控模型"", ""FineBI"", ""Data Warehouse"", ""深度学习"", ""GPUDriven"", ""LLVM/MLIR"", ""机器学习""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-322,resume_003303_exp10_4,"[""Machine Learning"", ""分布式系统"", ""机器学习"", ""深度学习"", ""C/C++"", ""Embedding"", ""Linux"", ""NLP"", ""Python"", ""RAG"", ""向量数据库"", ""推荐算法"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""Agentlightning"", ""System Prompt"", ""Large Language Model"", ""Flux"", ""Scikit-learn"", ""计算机视觉"", ""CUDA""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-323,resume_003474_exp03_2,"[""C/C++"", ""Java"", ""Python"", ""仿真技术"", ""VLA模型"", ""分布式系统"", ""Machine Learning"", ""Go"", ""模型训练"", ""JavaScript"", ""SQL"", ""TensorFlow"", ""PyTorch"", ""Hadoop"", ""Spark"", ""向量数据库"", ""LoRA"", ""AI"", ""Multi-Agent"", ""机器学习"", ""Data Warehouse"", ""Model Context Protocol"", ""特征工程"", ""CUDA""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-324,resume_003884_exp00_0,"[""Hive"", ""Python"", ""Spark"", ""数据工程"", ""Java"", ""SQL"", ""MySQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Hadoop"", ""Tableau"", ""Power BI"", ""FineBI"", ""Flink"", ""数据仓库"", ""TDSQL"", ""Redis"", ""Vector Database"", ""Elasticsearch"", ""Kubernetes"", ""Docker""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""信息工程"", ""english_level"": ""无""}"
RES-325,resume_003135_exp00_0,"[""Python"", ""Shell脚本"", ""Linux"", ""数据工程"", ""Go"", ""Docker"", ""C/C++"", ""Spark"", ""Machine Learning"", ""仿真技术"", ""GPU"", ""Hadoop"", ""Java"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Node.js"", ""MySQL"", ""PostgreSQL"", ""微服务"", ""Microservices"", ""代码测试"", ""系统设计""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""信息工程"", ""english_level"": ""英语四级""}"
RES-326,resume_002754_exp03_1,"[""模型服务化"", ""模型部署"", ""AI基础设施"", ""模型工程"", ""GPU内存优化"", ""模型推理"", ""DeepSpeed"", ""Triton"", ""推理优化"", ""CUDA"", ""MCP"", ""Megatron"", ""Python"", ""Java"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""CI/CD"", ""云计算"", ""自动化测试"", ""安全测试"", ""性能测试"", ""PostgreSQL""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""无""}"
RES-327,resume_std_005529_exp00_0,"[""大模型安全"", ""Prompt Injection"", ""Jailbreak"", ""Guardrail"", ""红队测试"", ""模型评测"", ""内容安全"", ""对抗样本"", ""风险控制"", ""安全策略"", ""Python"", ""安全测试"", ""AI安全"", ""C/C++"", ""RLHF"", ""AI测试"", ""DPO"", ""Go""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-328,resume_std_005720_exp01_1,"[""FFmpeg"", ""WebRTC"", ""音视频编解码"", ""H.264"", ""H.265"", ""RTP/RTCP"", ""C++"", ""流媒体"", ""音频处理"", ""视频处理"", ""低延迟传输"", ""性能优化"", ""PyTorch"", ""图像图形技术"", ""AIGC"", ""C/C++"", ""Diffusion模型"", ""Diffusion""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""数字媒体技术"", ""english_level"": ""英语六级""}"
RES-329,resume_005287_exp05_3,"[""云计算"", ""Go"", ""Linux"", ""MySQL"", ""PHP"", ""Python"", ""C/C++"", ""分布式系统"", ""数据工程"", ""CSS"", ""Docker"", ""MongoDB"", ""Java"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Redis"", ""微服务"", ""Microservices"", ""Node.js"", ""代码生成"", ""架构设计"", ""Milvus""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""专科"", ""degree"": ""无学位"", ""school_category"": ""高职院校"", ""major"": ""计算机科学与技术"", ""english_level"": ""无""}"
RES-330,resume_002327_exp08_3,"[""DPO"", ""LLM"", ""Embedding"", ""LoRA微调"", ""知识图谱"", ""RLHF"", ""prompt工程"", ""Megatron"", ""分布式训练"", ""C/C++"", ""PPO"", ""NLP"", ""Java"", ""JavaScript"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""RLHF/RLAIF"", ""模型微调"", ""AIOps""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-331,resume_002298_exp08_4,"[""Objective-C"", ""iOS"", ""内存管理"", ""Swift"", ""跨平台开发"", ""C/C++"", ""React Native"", ""软件开发"", ""Flutter"", ""数据工程"", ""图像图形技术"", ""Android"", ""Python"", ""JavaScript"", ""Go"", ""Kotlin"", ""Vue"", ""React"", ""用户增长"", ""用户研究"", ""运营"", ""高并发"", ""分布式系统"", ""移动端性能优化""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-332,resume_003491_exp08_3,"[""Python"", ""C/C++"", ""Linux"", ""Kubernetes"", ""PyTorch"", ""Machine Learning"", ""计算机视觉"", ""深度学习"", ""模型压缩"", ""汽车电子"", ""计算机体系结构"", ""交互技术"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""TensorFlow"", ""AI-native"", ""向量数据库"", ""PCG/AI"", ""RLHF/RLAIF"", ""CV/NLP"", ""搜索算法"", ""LLM/NLP""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-333,resume_std_005690_exp00_0,"[""C++"", ""OpenGL"", ""Vulkan"", ""DirectX"", ""图形渲染"", ""Shader"", ""图像处理"", ""GPU"", ""CUDA"", ""计算机视觉"", ""Unreal"", ""Unity"", ""Java"", ""高性能计算"", ""C/C++"", ""Unreal Engine"", ""图像图形技术"", ""游戏与图形开发""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""数字媒体技术"", ""english_level"": ""英语六级""}"
RES-334,resume_std_005949_exp08_3,"[""结构设计"", ""SolidWorks"", ""CAD"", ""机械设计"", ""可靠性测试"", ""3D建模"", ""公差分析"", ""材料力学"", ""有限元分析"", ""样机验证"", ""热设计"", ""工艺评审"", ""工业自动化"", ""感知算法"", ""自动化技术"", ""光学技术"", ""机器人与自动驾驶"", ""仿真技术""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""自动化"", ""english_level"": ""英语四级""}"
RES-335,resume_004358_exp00_0,"[""LLM"", ""Machine Learning"", ""NLP"", ""计算机视觉"", ""TensorFlow"", ""机器学习"", ""C/C++"", ""PyTorch"", ""Python"", ""RLHF"", ""SFT"", ""深度学习"", ""Java"", ""SQL"", ""Go"", ""大模型"", ""Few-shot"", ""AI-native"", ""向量数据库"", ""风控模型"", ""Model Context Protocol"", ""Computer Vision"", ""KVM"", ""NPU/GPU""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""人工智能"", ""english_level"": ""英语四级""}"
RES-336,resume_std_005549_exp05_2,"[""C/C++"", ""Linux Kernel"", ""操作系统"", ""驱动开发"", ""编译器"", ""SDK"", ""性能优化"", ""进程调度"", ""内存管理"", ""系统软件"", ""调试工具"", ""并发编程"", ""AI基础设施"", ""TensorRT"", ""推理优化"", ""模型并行"", ""CUDA"", ""Python""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-337,resume_004358_exp03_1,"[""LLM"", ""Machine Learning"", ""NLP"", ""计算机视觉"", ""TensorFlow"", ""机器学习"", ""C/C++"", ""PyTorch"", ""Python"", ""RLHF"", ""SFT"", ""深度学习"", ""Java"", ""SQL"", ""Go"", ""大模型"", ""Few-shot"", ""AI-native"", ""向量数据库"", ""风控模型"", ""Model Context Protocol"", ""Computer Vision"", ""KVM"", ""NPU/GPU""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""人工智能"", ""english_level"": ""英语四级""}"
RES-338,resume_002451_exp00_0,"[""Go"", ""Kubernetes"", ""C/C++"", ""Docker"", ""Java"", ""Linux"", ""Python"", ""云计算"", ""分布式系统"", ""模型部署"", ""AI基础设施"", ""推理优化"", ""JavaScript"", ""SQL"", ""AWS"", ""Azure"", ""Terraform"", ""CI/CD"", ""LLVM/MLIR"", ""ARM"", ""Model Training"", ""CUDA/NPU"", ""Redis"", ""Elasticsearch""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""网络工程"", ""english_level"": ""英语四级""}"
RES-339,resume_std_005930_exp02_2,"[""结构设计"", ""SolidWorks"", ""CAD"", ""机械设计"", ""可靠性测试"", ""3D建模"", ""公差分析"", ""材料力学"", ""有限元分析"", ""样机验证"", ""热设计"", ""工艺评审"", ""工业自动化"", ""感知算法"", ""自动化技术"", ""光学技术"", ""机器人与自动驾驶"", ""仿真技术""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""普通高校"", ""major"": ""电子信息工程"", ""english_level"": ""英语六级""}"
RES-340,resume_004649_exp05_4,"[""JavaScript"", ""Go"", ""Java"", ""Vue.js"", ""MySQL"", ""React"", ""TypeScript"", ""Python"", ""Redis"", ""软件开发"", ""Ai coding"", ""LangChain"", ""HTML"", ""CSS"", ""Vue"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Node.js"", ""Kafka"", ""RabbitMQ"", ""PostgreSQL"", ""微服务""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""信息工程"", ""english_level"": ""无""}"
RES-341,resume_std_005659_exp08_3,"[""ROS"", ""C++"", ""Python"", ""SLAM"", ""运动规划"", ""路径规划"", ""机器人控制"", ""传感器融合"", ""Linux"", ""Gazebo"", ""实时系统"", ""算法部署"", ""C/C++"", ""Machine Learning"", ""云计算"", ""仿真技术"", ""汽车电子"", ""编程语言""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""控制科学与工程"", ""english_level"": ""英语六级""}"
RES-342,resume_001614_exp08_3,"[""NLP"", ""Python"", ""C/C++"", ""Linux"", ""云计算"", ""Go"", ""Java"", ""Machine Learning"", ""PyTorch"", ""数据工程"", ""计算机视觉"", ""MySQL"", ""JavaScript"", ""Docker"", ""Kubernetes"", ""Ansible"", ""性能测试"", ""自动化测试"", ""安全测试"", ""PostgreSQL"", ""Oracle"", ""Shell"", ""Prometheus"", ""Rust""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""信息安全"", ""english_level"": ""英语四级""}"
RES-343,resume_001386_exp10_4,"[""AI测试"", ""Go"", ""Python"", ""软件测试"", ""C/C++"", ""Java"", ""Ai coding"", ""JavaScript"", ""PHP"", ""Shell脚本"", ""数据工程"", ""软件开发"", ""SQL"", ""Selenium"", ""JUnit"", ""JMeter"", ""Postman"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Performance Testing"", ""Automated Testing"", ""Security Testing"", ""系统设计""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-344,resume_001360_exp01_0,"[""信息安全"", ""大模型安全"", ""Java"", ""数据工程"", ""模型安全"", ""Python"", ""AI安全"", ""Go"", ""Flink"", ""计算机网络"", ""Docker"", ""Hadoop"", ""JavaScript"", ""SQL"", ""AWS"", ""Azure"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""DevOps"", ""云计算"", ""CI/CD"", ""自动化测试""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-345,resume_002819_exp01_1,"[""NLP"", ""PyTorch"", ""C/C++"", ""Flink"", ""Hadoop"", ""Hive"", ""Java"", ""Machine Learning"", ""Python"", ""Spark"", ""TensorFlow"", ""异常检测"", ""JavaScript"", ""Tableau"", ""Power BI"", ""FineBI"", ""Multi-Agent"", ""AIBot"", ""Agentlightning"", ""RLHF/RLAIF"", ""计算机视觉"", ""Scikit-learn"", ""CTR/CVR"", ""CUDA/NPU""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-346,resume_002341_exp05_2,"[""Android"", ""C/C++"", ""Objective-C"", ""Swift"", ""Java"", ""Kotlin"", ""iOS"", ""Python"", ""Unreal Engine"", ""动画技术"", ""性能优化"", ""操作系统"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""品牌"", ""用户研究"", ""市场营销"", ""高并发"", ""系统设计"", ""移动端性能优化""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""无""}"
RES-347,resume_004952_exp08_3,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""ETL"", ""Oracle"", ""Milvus"", ""Vector Database"", ""CI/CD"", ""云计算"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""英语六级""}"
RES-348,resume_std_006000_exp00_0,"[""硬件设计"", ""原理图设计"", ""PCB设计"", ""单板调试"", ""示波器"", ""信号完整性"", ""EMC"", ""Altium Designer"", ""ARM"", ""硬件测试"", ""可靠性测试"", ""电路分析"", ""编程语言"", ""C/C++"", ""硬件开发"", ""光学技术"", ""IT基础设施"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""普通高校"", ""major"": ""自动化"", ""english_level"": ""英语六级""}"
RES-349,resume_000766_exp10_4,"[""AI应用开发"", ""Go"", ""Java"", ""Python"", ""大模型应用"", ""软件开发"", ""C/C++"", ""NLP"", ""Machine Learning"", ""React"", ""JavaScript"", ""MySQL"", ""HTML"", ""CSS"", ""Vue"", ""Webpack"", ""TypeScript"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Node.js""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""信息工程"", ""english_level"": ""英语六级""}"
RES-350,resume_std_005770_exp05_3,"[""5G"", ""6G"", ""通信协议"", ""TCP/IP"", ""无线通信"", ""信号处理"", ""C/C++"", ""Python"", ""SDR"", ""网络优化"", ""基站系统"", ""高性能通信"", ""计算机体系结构"", ""PyTorch"", ""TensorFlow"", ""模型压缩"", ""通信技术"", ""深度学习""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""电子信息工程"", ""english_level"": ""英语六级""}"
RES-351,resume_003995_exp10_4,"[""网络技术"", ""Shell脚本"", ""IT基础设施"", ""Kubernetes"", ""TCP/IP"", ""C/C++"", ""Python"", ""Go"", ""CSS"", ""Spark"", ""Java"", ""JavaScript"", ""AWS"", ""Azure"", ""Docker"", ""Linux"", ""DevOps"", ""云计算"", ""安全测试"", ""自动化测试"", ""性能测试"", ""Vector Database"", ""Redis"", ""MySQL""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-352,resume_000408_exp01_0,"[""C/C++"", ""Go"", ""Linux"", ""Machine Learning"", ""PyTorch"", ""Python"", ""TensorFlow"", ""机器学习"", ""GPU"", ""Hive"", ""Java"", ""Kubernetes"", ""SQL"", ""DATA+AI"", ""多模态AI"", ""人工智能"", ""模型微调"", ""深度学习"", ""计算机视觉"", ""Large Language Model"", ""推荐系统"", ""RDMA"", ""GPU/NPU"", ""NLP""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""无""}"
RES-353,resume_003758_exp10_4,"[""PyTorch"", ""C/C++"", ""机器学习"", ""PPO"", ""Machine Learning"", ""Python"", ""TensorFlow"", ""深度学习"", ""计算机视觉"", ""GRPO"", ""游戏与图形开发"", ""世界模型"", ""SQL"", ""Go"", ""Hadoop"", ""Spark"", ""Tableau"", ""Power BI"", ""FineBI"", ""Agentlightning"", ""Embedding"", ""AIBot"", ""模型微调"", ""Flux""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""无""}"
RES-354,resume_000806_exp05_4,"[""Java"", ""TensorFlow"", ""算法工程"", ""C/C++"", ""Hadoop"", ""Hive"", ""Machine Learning"", ""NLP"", ""PyTorch"", ""Python"", ""数据工程"", ""机器学习"", ""JavaScript"", ""SQL"", ""Go"", ""MySQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""Flink""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""无""}"
RES-355,resume_std_005530_exp10_4,"[""大模型安全"", ""Prompt Injection"", ""Jailbreak"", ""Guardrail"", ""红队测试"", ""模型评测"", ""内容安全"", ""对抗样本"", ""风险控制"", ""安全策略"", ""Python"", ""安全测试"", ""AI安全"", ""C/C++"", ""RLHF"", ""AI测试"", ""DPO"", ""Go""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-356,resume_004188_exp08_4,"[""Go"", ""MySQL"", ""分布式系统"", ""PostgreSQL"", ""Python"", ""数据工程"", ""C/C++"", ""Linux"", ""Java"", ""代价模型"", ""异常检测"", ""JavaScript"", ""SQL"", ""Docker"", ""Kubernetes"", ""Ansible"", ""CI/CD"", ""DevOps"", ""云计算"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Vector Database"", ""Elasticsearch""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""双一流高校"", ""major"": ""网络工程"", ""english_level"": ""英语六级""}"
RES-357,resume_002487_exp01_0,"[""C/C++"", ""软件开发"", ""Android Framework"", ""Java"", ""Swift"", ""性能优化"", ""Android"", ""Kotlin"", ""跨平台开发"", ""Objective-C"", ""iOS"", ""Python"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""市场营销"", ""品牌"", ""用户增长"", ""系统设计"", ""代码测试"", ""移动端性能优化"", ""NLP""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-358,resume_std_005859_exp02_2,"[""芯片测试"", ""ATE"", ""测试方案"", ""Python"", ""C/C++"", ""LabVIEW"", ""量产测试"", ""测试覆盖率"", ""硬件调试"", ""示波器"", ""数据分析"", ""DFT"", ""MySQL"", ""封装EDA"", ""工业自动化"", ""机器学习"", ""深度学习"", ""软件开发""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""集成电路设计与集成系统"", ""english_level"": ""英语四级""}"
RES-359,resume_002459_exp01_0,"[""Java"", ""C/C++"", ""消息队列"", ""MyBatis"", ""NoSQL"", ""Redis"", ""Spring"", ""分布式系统"", ""编程语言"", ""Elasticsearch"", ""Go"", ""Linux"", ""Python"", ""JavaScript"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""Node.js"", ""MySQL"", ""微服务"", ""Microservices"", ""代码测试"", ""高并发""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
RES-360,resume_003628_exp01_0,"[""分布式训练"", ""模型压缩"", ""PyTorch"", ""Python"", ""DeepSpeed"", ""大模型训练"", ""AI基础设施"", ""C/C++"", ""GPU内存优化"", ""TensorRT"", ""TensorFlow"", ""Megatron"", ""Java"", ""JavaScript"", ""SQL"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""DevOps"", ""云计算""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-361,resume_std_005999_exp10_4,"[""硬件设计"", ""原理图设计"", ""PCB设计"", ""单板调试"", ""示波器"", ""信号完整性"", ""EMC"", ""Altium Designer"", ""ARM"", ""硬件测试"", ""可靠性测试"", ""电路分析"", ""编程语言"", ""C/C++"", ""硬件开发"", ""光学技术"", ""IT基础设施"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""电子信息工程"", ""english_level"": ""英语六级""}"
RES-362,resume_001610_exp03_3,"[""大模型调优"", ""AI应用开发"", ""LLM"", ""模型微调"", ""Embedding"", ""Function Calling"", ""RAG"", ""大模型应用"", ""模型工程"", ""prompt工程"", ""LangChain"", ""向量数据库"", ""Python"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""Spring Boot"", ""Django"", ""Flask"", ""RESTful API"", ""Kafka"", ""RabbitMQ"", ""MySQL""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息工程"", ""english_level"": ""英语四级""}"
RES-363,resume_001715_exp10_4,"[""C/C++"", ""Linux"", ""PHP"", ""操作系统"", ""数据工程"", ""消息队列"", ""NoSQL"", ""Python"", ""Redis"", ""分布式系统"", ""Go"", ""Kafka"", ""Java"", ""JavaScript"", ""HTML"", ""CSS"", ""React"", ""Vue"", ""Redux"", ""Vuex"", ""Spring Boot"", ""Django"", ""Flask"", ""RabbitMQ""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-364,resume_004908_exp03_3,"[""AI安全"", ""Go"", ""C/C++"", ""大模型评测"", ""AI测试"", ""Python"", ""模型评测"", ""Java"", ""大模型安全"", ""模型安全"", ""机器学习"", ""Machine Learning"", ""Selenium"", ""JMeter"", ""安全测试"", ""自动化测试"", ""性能测试"", ""Automated Testing"", ""Security Testing"", ""Performance Testing"", ""高并发"", ""代码生成"", ""系统设计"", ""云计算""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""双一流高校"", ""major"": ""质量管理工程"", ""english_level"": ""英语六级""}"
RES-365,resume_004216_exp08_4,"[""Diffusion"", ""Python"", ""PyTorch"", ""SFT"", ""AIGC"", ""C/C++"", ""NLP"", ""VLM"", ""分布式训练"", ""大模型训练"", ""DeepSpeed"", ""LLM"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""TensorFlow"", ""Prompt Engineering"", ""Embedding"", ""QClaw-AI"", ""自然语言处理"", ""风控模型"", ""特征工程"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""人工智能"", ""english_level"": ""英语六级""}"
RES-366,resume_004788_exp02_2,"[""prompt工程"", ""云计算"", ""AI算法"", ""数据工程"", ""Embedding"", ""LoRA微调"", ""RAG"", ""知识图谱"", ""AIGC"", ""LangChain"", ""模型服务化"", ""模型部署"", ""Python"", ""Go"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""DevOps"", ""CI/CD"", ""Model Training""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语四级""}"
