sample_id,candidate_id,target_job_family,resume_text,gold_name,gold_skills,gold_years_experience,gold_education,gold_experience_titles,is_parseable,annotator,notes
RES-011,resume_001665_exp10_4,搜索算法工程师,"求职意向：搜索算法工程师。
标准岗位：搜索算法工程师；岗位大族：算法；经验年限：10年；候选人层级：专家。
岗位系统技能画像：Machine Learning、分布式系统、机器学习、深度学习、C/C++、Embedding、Linux、NLP、Python、RAG、向量数据库、推荐算法。
个人概述：具备10年左右搜索算法工程师相关实践经验，熟悉Machine Learning、分布式系统、机器学习、深度学习、C/C++、Embedding、Linux、NLP，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：本科，学士学位，双一流高校，软件工程专业，英语四级。
技能栈：Machine Learning、分布式系统、机器学习、深度学习、C/C++、Embedding、Linux、NLP、Python、RAG、向量数据库、推荐算法、Java、TensorFlow、PyTorch、Hadoop、Spark、Tableau。
工作经历：搜索算法工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括代码生成、Distributed Inference、Machine Learning、深度学习、机器学习、PyTorch。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：形成可复用的技术方案和项目文档。 多模态内容理解与标签系统：担任核心成员，技术栈包括Kafka、机器学习、大语言模型、AgentBench、PyTorch、Agentic。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-012,resume_002797_exp03_1,语音算法工程师,"求职意向：语音算法工程师。
标准岗位：语音算法工程师；岗位大族：AI算法；经验年限：3年；候选人层级：中级。
岗位系统技能画像：Python、TensorFlow、C/C++、TTS、PyTorch、Go、NLP、机器学习、ASR、信号处理、音视频技术、Linux。
个人概述：具备3年左右语音算法工程师相关实践经验，熟悉Python、TensorFlow、C/C++、TTS、PyTorch、Go、NLP、机器学习，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：博士研究生，博士学位，双一流高校，模式识别与智能系统专业，英语六级。
技能栈：Python、TensorFlow、C/C++、TTS、PyTorch、Go、NLP、机器学习、ASR、信号处理、音视频技术、Linux、JavaScript、Pandas、NumPy、Hadoop、Spark、Tableau。
工作经历：语音算法工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：企业知识库 RAG 问答平台：担任主要负责人，技术栈包括TensorFlow、Python、Rust、风控模型、CV/NLP、机器学习。负责语义检索、召回排序、Prompt 模板和效果评估，沉淀离线评测集并优化回答准确率。项目结果：支撑多业务线稳定复用。 多模态内容理解与标签系统：担任核心成员，技术栈包括C++、LangChain、Data Warehouse、Prompt Engineering、多模态AI、大模型。参与图文特征抽取、模型训练和推理服务部署，支持业务侧内容审核与推荐分发。项目结果：提升问题定位和交付效率。 大模型推理性能优化：担任核心成员，技术栈包括Rust、分布式系统、Prompt Engineering、Multi-Agent、系统设计、ETL。围绕批处理、缓存、量化和 GPU 资源利用率进行调优，降低在线推理延迟。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-013,resume_000567_exp01_1,AI Agent应用工程师,"求职意向：AI Agent应用工程师。
标准岗位：AI Agent应用工程师；岗位大族：AI应用；经验年限：1年；候选人层级：初级。
岗位系统技能画像：Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling、LLM、RAG、软件开发、LangGraph。
个人概述：具备1年左右AI Agent应用工程师相关实践经验，熟悉Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，普通高校，网络工程专业，英语六级。
技能栈：Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling、LLM、RAG、软件开发、LangGraph、Spring Boot、Django、Flask、RESTful API、Node.js、Kafka。
工作经历：AI Agent应用工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：高并发订单服务改造：担任主要负责人，技术栈包括分布式系统、Vector Database、DevOps、C++、Java、Node.js。负责核心接口、缓存策略、消息队列和数据库索引优化，提升峰值吞吐。项目结果：形成可复用的技术方案和项目文档。 微服务治理与网关平台：担任核心成员，技术栈包括Vector Database、MySQL、Redis、CI/CD、代码测试、DevOps。参与服务拆分、限流熔断、链路追踪和配置中心建设。项目结果：将核心流程耗时降低约 20%。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-014,resume_003871_exp01_1,软件开发工程师,"求职意向：软件开发工程师。
标准岗位：软件开发工程师；岗位大族：软件研发；经验年限：1年；候选人层级：初级。
岗位系统技能画像：Go、Python、Spark、操作系统、C/C++、Flink、Redis、Hadoop、Java、Kafka、MySQL、分布式系统。
个人概述：具备1年左右软件开发工程师相关实践经验，熟悉Go、Python、Spark、操作系统、C/C++、Flink、Redis、Hadoop，能够承担模块开发、测试验证和问题跟进。
教育背景：本科，学士学位，普通高校，计算机科学与技术专业，英语四级。
技能栈：Go、Python、Spark、操作系统、C/C++、Flink、Redis、Hadoop、Java、Kafka、MySQL、分布式系统、JavaScript、SQL、HTML、CSS、React、Vue。
工作经历：软件开发工程师方向，累计1年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括Microservices、Node.js、SQL、TypeScript、Milvus、Linux。负责前端页面、后端接口、数据库设计和部署发布。项目结果：提升问题定位和交付效率。 低代码配置平台：担任核心成员，技术栈包括Milvus、架构设计、微服务、CSS、Vector Database、Flask。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-015,resume_std_005789_exp03_3,芯片设计工程师,"求职意向：芯片设计工程师。
标准岗位：芯片设计工程师；岗位大族：芯片；经验年限：3年；候选人层级：中级。
岗位系统技能画像：SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具。
个人概述：具备3年左右芯片设计工程师相关实践经验，熟悉SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，普通高校，微电子科学与工程专业。
技能栈：SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具、CUDA、C/C++、Machine Learning、TensorRT、Triton、GPU内存优化。
工作经历：芯片设计工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：芯片验证回归平台：担任主要负责人，技术栈包括SoC设计、ASIC、Verilog、RTL设计、数字IC、SystemVerilog、低功耗设计、时序分析。面向芯片设计工程师岗位场景，围绕SoC设计、ASIC、Verilog构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 量产测试数据分析平台：担任核心成员，技术栈包括SystemVerilog、低功耗设计、时序分析、综合约束、脚本自动化、Python、EDA工具、CUDA。基于SystemVerilog、低功耗设计等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-016,resume_std_005709_exp08_3,图形图像工程师,"求职意向：图形图像工程师。
标准岗位：图形图像工程师；岗位大族：多媒体；经验年限：8年；候选人层级：高级。
岗位系统技能画像：C++、OpenGL、Vulkan、DirectX、图形渲染、Shader、图像处理、GPU、CUDA、计算机视觉、Unreal、Unity。
个人概述：具备8年左右图形图像工程师相关实践经验，熟悉C++、OpenGL、Vulkan、DirectX、图形渲染、Shader、图像处理、GPU，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：硕士研究生，硕士学位，双一流高校，计算机科学与技术专业。
技能栈：C++、OpenGL、Vulkan、DirectX、图形渲染、Shader、图像处理、GPU、CUDA、计算机视觉、Unreal、Unity、Java、高性能计算、C/C++、Unreal Engine、图像图形技术、游戏与图形开发。
工作经历：图形图像工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：图形渲染性能优化：担任核心成员，技术栈包括C++、OpenGL、Vulkan、DirectX、图形渲染、Shader、图像处理、GPU。面向图形图像工程师岗位场景，围绕C++、OpenGL、Vulkan构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：将关键流程耗时降低约 20%。 低延迟音视频处理系统：担任核心成员，技术栈包括Shader、图像处理、GPU、CUDA、计算机视觉、Unreal、Unity、Java。基于Shader、图像处理等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-017,resume_000766_exp02_0,AI应用工程师,"求职意向：AI应用工程师。
标准岗位：AI应用工程师；岗位大族：AI应用；经验年限：2年；候选人层级：初级。
岗位系统技能画像：AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP、Machine Learning、React、JavaScript、MySQL。
个人概述：具备2年左右AI应用工程师相关实践经验，熟悉AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP，能够承担模块开发、测试验证和问题跟进。
教育背景：硕士研究生，硕士学位，双一流高校，信息工程专业，英语六级。
技能栈：AI应用开发、Go、Java、Python、大模型应用、软件开发、C/C++、NLP、Machine Learning、React、JavaScript、MySQL、HTML、CSS、Vue、Webpack、TypeScript、Redux。
工作经历：AI应用工程师方向，累计2年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SaaS 业务系统全栈开发：担任主要负责人，技术栈包括Kubernetes、React、TypeScript、JavaScript、CSS、系统设计。负责前端页面、后端接口、数据库设计和部署发布。项目结果：支撑多业务线稳定复用。 低代码配置平台：担任核心成员，技术栈包括Oracle、Redis、CI/CD、Redux、Microservices、JavaScript。实现表单配置、流程编排、权限控制和可视化搭建能力。项目结果：显著改善系统稳定性和可维护性。 业务中台能力建设：担任核心成员，技术栈包括Rust、Redis、Django、Microservices、Spring Boot、Node.js。参与公共组件、服务接口和数据看板建设，支撑多业务复用。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-018,resume_std_005870_exp00_0,FPGA工程师,"求职意向：FPGA工程师。
标准岗位：FPGA工程师；岗位大族：芯片；经验年限：0年；候选人层级：校招/无全职经验。
岗位系统技能画像：FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe、DDR、硬件调试、数字电路、信号完整性。
个人概述：具备0年左右FPGA工程师相关实践经验，熟悉FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe，能够承担基础实践、原型验证和学习型任务。
教育背景：本科，学士学位，211高校，微电子科学与工程专业。
技能栈：FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe、DDR、硬件调试、数字电路、信号完整性。
工作经历：FPGA工程师方向，累计0年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：芯片验证回归平台：担任主要负责人，技术栈包括FPGA、Verilog、VHDL、Vivado、时序约束、RTL设计、AXI、PCIe。面向FPGA工程师岗位场景，围绕FPGA、Verilog、VHDL构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 量产测试数据分析平台：担任核心成员，技术栈包括RTL设计、AXI、PCIe、DDR、硬件调试、数字电路、信号完整性。基于RTL设计、AXI等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-019,resume_001908_exp10_4,AI Agent应用工程师,"求职意向：AI Agent应用工程师。
标准岗位：AI Agent应用工程师；岗位大族：AI应用；经验年限：10年；候选人层级：专家。
岗位系统技能画像：Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling、LLM、RAG、软件开发、LangGraph。
个人概述：具备10年左右AI Agent应用工程师相关实践经验，熟悉Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling，能够承担技术规划、架构演进、团队赋能和关键项目决策。
教育背景：硕士研究生，硕士学位，211高校，软件工程专业，英语六级。
技能栈：Go、Python、prompt工程、C/C++、Java、LangChain、Agent、Function Calling、LLM、RAG、软件开发、LangGraph、Spring Boot、Django、Flask、RESTful API、Node.js、MySQL。
工作经历：AI Agent应用工程师方向，累计10年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：高并发订单服务改造：担任主要负责人，技术栈包括DevOps、Docker、Node.js、Spring Boot、Redis、Python。负责核心接口、缓存策略、消息队列和数据库索引优化，提升峰值吞吐。项目结果：提升问题定位和交付效率。 微服务治理与网关平台：担任核心成员，技术栈包括Spring Boot、分布式系统、Vector Database、微服务、云计算、Python。参与服务拆分、限流熔断、链路追踪和配置中心建设。项目结果：将核心流程耗时降低约 20%。 企业级权限与账号系统：担任核心成员，技术栈包括数据湖、Django、分布式系统、Milvus、Python、云计算。实现角色权限、审计日志和多端登录能力，保障业务安全。项目结果：支撑多业务线稳定复用。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-020,resume_003313_exp03_2,运维工程师,"求职意向：运维工程师。
标准岗位：运维工程师；岗位大族：基础设施；经验年限：3年；候选人层级：中级。
岗位系统技能画像：Docker、Shell脚本、网络技术、C/C++、Kubernetes、SRE、Linux、Python、Go、Java、AIops、IT基础设施。
个人概述：具备3年左右运维工程师相关实践经验，熟悉Docker、Shell脚本、网络技术、C/C++、Kubernetes、SRE、Linux、Python，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：博士研究生，博士学位，双一流高校，信息安全专业，英语六级。
技能栈：Docker、Shell脚本、网络技术、C/C++、Kubernetes、SRE、Linux、Python、Go、Java、AIops、IT基础设施、JavaScript、SQL、CI/CD、云计算、安全测试、自动化测试。
工作经历：运维工程师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：统一监控告警平台：担任主要负责人，技术栈包括分布式系统、JavaScript、MySQL、安全测试、故障排查、网络安全。接入主机、容器、数据库和业务指标，设计告警规则并推进故障闭环。项目结果：将核心流程耗时降低约 20%。 自动化发布与巡检系统：担任核心成员，技术栈包括Python、Java、Elasticsearch、安全测试、Grafana、Docker。编写脚本和流水线任务，减少人工发布风险并提升巡检效率。项目结果：支撑多业务线稳定复用。 线上故障应急与稳定性治理：担任核心成员，技术栈包括风控、云计算、CI/CD、Prometheus、SQL、故障排查。参与故障定位、容量扩容、复盘改进和应急预案建设。项目结果：形成可复用的技术方案和项目文档。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-021,resume_std_005850_exp08_3,芯片测试工程师,"求职意向：芯片测试工程师。
标准岗位：芯片测试工程师；岗位大族：芯片；经验年限：8年；候选人层级：高级。
岗位系统技能画像：芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT。
个人概述：具备8年左右芯片测试工程师相关实践经验，熟悉芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率，能够承担核心项目主导、方案评审和复杂问题攻坚。
教育背景：本科，学士学位，双一流高校，集成电路设计与集成系统专业。
技能栈：芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT、MySQL、封装EDA、工业自动化、机器学习、深度学习、软件开发。
工作经历：芯片测试工程师方向，累计8年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：SoC 子系统设计项目：担任核心成员，技术栈包括芯片测试、ATE、测试方案、Python、C/C++、LabVIEW、量产测试、测试覆盖率。面向芯片测试工程师岗位场景，围绕芯片测试、ATE、测试方案构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 芯片验证回归平台：担任核心成员，技术栈包括LabVIEW、量产测试、测试覆盖率、硬件调试、示波器、数据分析、DFT、MySQL。基于LabVIEW、量产测试等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-022,resume_std_005589_exp05_2,嵌入式软件工程师,"求职意向：嵌入式软件工程师。
标准岗位：嵌入式软件工程师；岗位大族：软件研发；经验年限：5年；候选人层级：中级。
岗位系统技能画像：C/C++、嵌入式系统、Linux、RTOS、ARM、MCU、驱动开发、串口、CAN、I2C、SPI、硬件调试。
个人概述：具备5年左右嵌入式软件工程师相关实践经验，熟悉C/C++、嵌入式系统、Linux、RTOS、ARM、MCU、驱动开发、串口，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，双一流高校，软件工程专业。
技能栈：C/C++、嵌入式系统、Linux、RTOS、ARM、MCU、驱动开发、串口、CAN、I2C、SPI、硬件调试、TCP/IP、光学技术、内存管理、系统开发、Python、Shell脚本。
工作经历：嵌入式软件工程师方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：软件研发流程优化平台：担任核心成员，技术栈包括C/C++、嵌入式系统、Linux、RTOS、ARM、MCU、驱动开发、串口。面向嵌入式软件工程师岗位场景，围绕C/C++、嵌入式系统、Linux构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 嵌入式软件工程师核心能力建设：担任核心成员，技术栈包括MCU、驱动开发、串口、CAN、I2C、SPI、硬件调试、TCP/IP。基于MCU、驱动开发等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-023,resume_std_006030_exp05_2,AI产品经理,"求职意向：AI产品经理。
标准岗位：AI产品经理；岗位大族：产品；经验年限：5年；候选人层级：中级。
岗位系统技能画像：AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计、Prompt工程、RAG、产品规划、增长分析。
个人概述：具备5年左右AI产品经理相关实践经验，熟悉AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：本科，学士学位，985高校，计算机科学与技术专业。
技能栈：AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计、Prompt工程、RAG、产品规划、增长分析、prompt工程、AIGC、大模型应用、AI工作流设计、Agent、AI安全。
工作经历：AI产品经理方向，累计5年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：AI 助手需求闭环平台：担任核心成员，技术栈包括AI产品设计、大模型产品、AIGC产品、需求分析、PRD、用户研究、数据分析、原型设计。面向AI产品经理岗位场景，围绕AI产品设计、大模型产品、AIGC产品构建从方案设计、实现验证到质量复盘的闭环能力。项目结果：形成可复用的技术方案和项目文档。 大模型产品工作台：担任核心成员，技术栈包括用户研究、数据分析、原型设计、Prompt工程、RAG、产品规划、增长分析、prompt工程。基于用户研究、数据分析等技术完成方案验证、问题定位和迭代优化。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、质量意识和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
RES-024,resume_004246_exp03_1,软件架构师,"求职意向：软件架构师。
标准岗位：软件架构师；岗位大族：软件研发；经验年限：3年；候选人层级：中级。
岗位系统技能画像：Go、Python、C/C++、Java、云计算、模型服务化、分布式系统、数据工程、AI工作流设计、AutoGen、LangChain、Context Engineering。
个人概述：具备3年左右软件架构师相关实践经验，熟悉Go、Python、C/C++、Java、云计算、模型服务化、分布式系统、数据工程，能够承担独立模块交付、跨团队协作和质量改进。
教育背景：博士研究生，博士学位，海外高校，软件工程专业，英语六级。
技能栈：Go、Python、C/C++、Java、云计算、模型服务化、分布式系统、数据工程、AI工作流设计、AutoGen、LangChain、Context Engineering、JavaScript、SQL、Spring Boot、Django、Flask、MySQL。
工作经历：软件架构师方向，累计3年相关实践，主要覆盖方案设计、开发实现、测试验证、问题定位和结果复盘。
项目经历：高并发订单服务改造：担任主要负责人，技术栈包括Elasticsearch、PostgreSQL、SQL、JavaScript、Flask、分布式系统。负责核心接口、缓存策略、消息队列和数据库索引优化，提升峰值吞吐。项目结果：提升问题定位和交付效率。 微服务治理与网关平台：担任核心成员，技术栈包括Django、微服务、SQL、Spring Boot、Elasticsearch、MySQL。参与服务拆分、限流熔断、链路追踪和配置中心建设。项目结果：显著改善系统稳定性和可维护性。 企业级权限与账号系统：担任核心成员，技术栈包括Go、MySQL、SQL、分布式系统、Linux、Docker。实现角色权限、审计日志和多端登录能力，保障业务安全。项目结果：提升问题定位和交付效率。
综合能力：具备文档沉淀、跨团队沟通、问题定位、数据化复盘和持续学习能力，能够根据业务目标选择合适的技术方案。",,,,,,,,
